codigo;titulo;estado_projeto;data_solicitacao;data_ultima_atualizacao;huf;instituicao_proponente;classificacao_institucional;pesquisa_academica;envolve_seres_humanos;palavras_chave;populacao_alvo;tamanho_amostra;produtos_esperados;formacao_academica;tipo_dados;curso_area_conhecimento;abordagem_pesquisa;delineamento_estudo;tipo_estudo;cid;eh_estudo_multicentrico;eh_coordenador;instituicao_coordenadora_estudo;eh_projeto_coparticipacao;outras_instituicoes_participantes;tipo_fomento;instituicao_fomento;valor_bolsas;valor_custeio;valor_capital;valor_total_projeto;data_inicio_previsao;data_fim_previsao;previsao_coleta_dados_huf;data_inicio_coleta_previsao;data_fim_coleta_previsao;local_coleta_dados;possui_aprovacao_comite_etica
17084.0;FATORES ASSOCIADOS À INFECÇÃO DE SÍTIO CIRÚRGICO EM PROCEDIMENTOS DE ALTA COMPLEXIDADE EM HOSPITAL UNIVERSITÁRIO;Projeto aprovado;2024-12-27 10:53:00;2025-09-09 20:17:00;HU-UFPI;Universidade Federal do Piauí- UFPI;projpesq;-;True;Infecção da Ferida Operatória, Monitoramento Epidemiológico, Segurança do Paciente;Pacientes adultos hospitalizados submetidos a procedimentos de alta complexidade;250.0;Artigo, Dissertação;Mestrado Profissional;Secundário;Ciências da Saúde;Quantitativa;Transversal;Observacional/Epidemiológico;Fatores que influenciam o estado de saúde e o contato com os serviços de saúde.;False;;-;False;;Próprio pesquisador;;0.0;9600.0;0.0;9600.0;2025-10-03;2025-07-31;True;2025-04-15;2025-06-30;Servi?o de Arquivo M?dico e Estat?stico (SAME) E Comiss?o de Controle de Infec??o Hospitalar (CCIH).;True
21632.0;ANÁLISE DE PREVALÊNCIA E CLASSIFICAÇÃO DE DEFEITOS MANDIBULARES INDICATIVOS DE RECONSTRUÇÃO DE MANDÍBULA COM RETALHO MICROVASCULARIZADO EM UM HOSPITAL PÚBLICO DO PIAUÍ;Aguardando aprovação do CEP;2025-08-29 11:54:00;2025-09-09 19:44:00;HU-UFPI;HU-UFPI;Conclusão de Residência;-;True;Ressecção segmentar, Retalho microvascularizado, Reconstrução de mandíbula;Pacientes submetidos a ressecções tumorais e reconstrução com retalho microvascularizado;20.0;TCC residência;Mestrado Profissional;Primário;Ciências da Saúde;Qualitativa;Transversal;Observacional/Epidemiológico;Neoplasmas (tumores).;False;;-;False;;Próprio pesquisador;;0.0;0.0;3569.0;3569.0;2025-01-08;2026-02-28;True;2026-01-01;2026-01-31;UOCB/Setor 14;
21382.0;INFECÇÕES RELACIONADAS AO TRATAMENTO DE CÂNCER DE COLO UTERINO E DE MAMA;Aguardando aprovação do CEP;2025-08-14 09:49:00;2025-09-09 19:27:00;HU-UFPI;Universidade Federal do Piauí;Pesquisa Acadêmica;Mestrado;True;infections, uterine cervical neoplasms, breast neoplasms;prontuários de mulheres com câncer de mama e de colo uterino e profissionais de saúde;150.0;Tese;Mestrado Profissional;Secundário;Ciências da Saúde;Quanti-qualitativa;Transversal;Observacional/Epidemiológico;Neoplasmas (tumores).;False;;-;False;;Próprio pesquisador;;0.0;5300.0;5000.0;10300.0;2025-01-03;2026-11-30;True;2025-01-12;2026-02-28;Ambulat?rio da Unidade de Oncologia e Hematologia e Unidade de Vigil?ncia em Sa?de;
15623.0;ANÁLISE DO PERFIL CLÍNICO-EPIDEMIOLÓGICO DA GLOMERULOESCLEROSE SEGMENTAR E FOCAL NO HOSPITAL UNIVERSITÁRIO.;Aguardando aprovação do CEP;2024-02-09 15:43:00;2025-09-09 18:25:00;HU-UFPI;HOSPITAL UNIVERSITÁRIO DO PIAUÍ - HUUFPI;TCC em Residência Médica;Residência;True;"BIÓPSIA RENAL ;, GLOMERULOESCLEROSE SEGMENTAR E FOCAL, DOENÇA RENAL";PACIENTES COM GLOMERULOESCLEROSE SEGMENTAR E FOCAL LAUDADO NA BIÓPSIA RENAL NO HOSPITAL UNIVERSISTÁRIO.;83.0;TCC residência;Mestrado Profissional;Primário;Ciências da Saúde;Quanti-qualitativa;RETROSPECTIVO;Ciências Sociais e Humanas e Aplicadas em Saúde;Doenças do aparelho geniturinário.;False;;-;False;;Próprio pesquisador;;0.0;1280.0;0.0;1280.0;2024-01-08;2026-02-28;True;2024-01-10;2025-07-31;Prontu?rio eletr?nico do Hospital Universit?rio - AGHU;
20793.0;Desenvolvimento de uma Interface de Chat com Inteligência Artificial para Suporte à Gestão Hospitalar;Aguardando aprovação do CEP;2025-06-07 15:09:00;2025-09-09 17:32:00;HU-UFPI;hu-ufpi;projdesenvcienttec;-;False;Inovação Tecnológica, Interface de Chat, Gestão Hospitalar, IA;gestores com experiência mínima de 1 ano em funções administrativas no HUF.;2.0;Artigo, Capítulo de livro, Registro de Software, Relatório final do projeto;Especialização;Secundário;Ciências Exatas e da Terra;Quanti-qualitativa;estudo de desenvolvimento e validação tecnológica;Desenvolvimento/Avaliação;Códigos para propósitos especiais;False;;-;False;;Próprio pesquisador;;8400.0;1400.0;0.0;9800.0;2025-01-07;2026-08-31;True;2025-01-09;2025-11-30;Gerencia de Administra??o, SOF, GAS;False
18939.0;Impacto do Exercício Físico e da Avaliação Nutricional na Morte Celular, Aptidão Física e Qualidade de Vida em Pacientes com Câncer;Em cadastramento;2025-11-05 11:14:00;2025-09-09 13:44:00;HU-UFPI;Universidade Federal do Piauí;projpesq;-;False;Exercício físico, morte celular, Microambiente tumoral, Qualidade de vida;Pacientes adultos com câncer, atendidos pelo SUS no HU-UFPI, em acompanhamento ambulatorial e com condições clínicas para participar de intervenções com exercício físico e avaliação nutricional..;50.0;Tese, Dissertação, Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quanti-qualitativa;Ensaio clínico randomizado;Experimental/Clínico;Neoplasmas (tumores).;False;;-;False;;-;;;;;;;;;;;-;
21505.0;COMPARAÇÃO ENTRE INFILTRAÇÃO ARTICULAR E BLOQUEIO DO NERVO SUPRAESCAPULAR EM PACIENTES COM CAPSULITE ADESIVA NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;Em ajuste para autorização do setor responsável;2025-08-25 09:00:00;2025-08-09 17:55:00;HU-UFPI;[HU-UFPI] Hospital Universitário da Universidade Federal do Piauí;projpesq;-;True;Bloqueio Nervoso, Injeções Intra-Articulares, Capsulite adesiva, Ombro congelado;30 adultos de 18 a 75 anos atendidos no HU-UFPI com diagnóstico clínico-radiográfico de capsulite adesiva em fase dolorosa ou de rigidez que cumprirem os critérios de elegibilidade.;30.0;TCC residência;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Ensaio clínico randomizado,prospectivo,comparativo;Experimental/Clínico;Doenças do sistema osteomuscular e do tecido conjuntivo.;False;;-;False;;Próprio pesquisador;;0.0;4353.0;0.0;4353.0;2025-03-02;2026-02-03;True;2025-06-10;2025-12-31;Ambulat?rio de ortopedia e traumatologia;
20780.0;Rastreio da Doença Renal Crônica em indivíduos adultos que aguardavam consulta na recepção do ambulatório geral do HUUFPI: Análise Comparativa entre Métodos Capilar e Laboratorial da dosagem da Creatinina sérica e Impacto das Comorbidades.;Carta de anuência assinada;2025-06-07 13:59:00;2025-08-09 17:38:00;HU-UFPI;Ebserh;Pesquisa Acadêmica;Iniciação Científica;True;Saúde Pública, Rastreio Populacional, Doença Renal Crônica;Pacientes em Atendimento Ambulatorial no HU-UFPI;72.0;Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quanti-qualitativa;Transversal;Observacional/Epidemiológico;Doenças do aparelho geniturinário.;False;;-;False;;Próprio pesquisador;;0.0;2600.0;0.0;2600.0;2025-01-09;2026-01-09;True;2025-10-09;2025-09-30;Ambulat?rio HU-UFPI;
20342.0;FATORES ASSOCIADOS À INFECÇÃO DE SÍTIO CIRÚRGICO EM CIRURGIAS DE ALTA COMPLEXIDADE EM HOSPITAL UNIVERSITÁRIO;Em ajuste da aprovação do CEP;2025-06-25 17:52:00;2025-08-09 14:51:00;HU-UFPI;UNIVERSIDADE FEDERAL DO PIAUÍ;projpesq;-;False;Infecção da ferida cirúrgica, Assistência perioperatória, Controle de infecção;Prontuário eletrônico dos pacientes em pós- operatório que tiverem infecção de sítio cirúrgico nas especialidades: ortopédica, cardíaca e neurológica;1.0;Dissertação;Mestrado Profissional;Secundário;Ciências da Saúde;Quantitativa;Transversal;Observacional/Epidemiológico;Fatores que influenciam o estado de saúde e o contato com os serviços de saúde.;False;;-;False;;Próprio pesquisador;;0.0;12100.0;0.0;12100.0;2024-01-05;2026-09-02;True;2025-08-09;2025-12-15;Vari?veis sociodemogr?ficas e aspectos assistenciais dos ser?o obtidos dos prontu?rios eletr?nicos atrav?s do SAME. Sobre a infec??o de s?tio cir?rgico ser?o coletados por meio dos registros do CCIH. ). Para ter acesso a TI precisa fornecer login e senha.;True
16119.0;Implementação de um protocolo de triagem respiratória em pacientes com lesão medular cervical e torácica na fase pré-operatória;Aguardando aprovação do CEP;2024-08-10 15:52:00;2025-07-09 19:05:00;HU-UFPI;HU-UFPI;Pesquisa Acadêmica;Residência;True;Traumatismos da Medula Espinhal, Terapia Respiratória, Serviço Hospitalar de Fisioterapia;Pacientes com lesão medular cervical e torácica na fase pré-operatória;36.0;Artigo, TCC residência;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Longitudinal;De intervenção;Lesões, envenenamentos e algumas outras conseqüências de causas externas.;False;;-;False;;Próprio pesquisador;;0.0;261.5;0.0;261.5;2025-02-01;2026-02-28;True;2025-02-01;2025-06-30;Postos de interna??o 1,3 e 4 do HU-UFPI;True
18827.0;ALTA QUALIFICADA DE PACIENTES COM LESÃO MEDULAR: plano de cuidados com levantamento de necessidades e orientações multidisciplinar;Aguardando aprovação do CEP;2025-01-05 18:23:00;2025-07-09 19:01:00;HU-UFPI;EBSERH - HU UFPI;projextencao;-;False;Fisioterapia., Cuidados de enfermagem, Alta hospitalar., Traumatismos da medula espinhal;Pacientes, com diagnóstico de lesão medular atendidos nos setores de internação e ambulatório do HU-UFPI no período de agosto de 2025 a julho de 2026.;100.0;Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Transversal;Observacional/Epidemiológico;Lesões, envenenamentos e algumas outras conseqüências de causas externas.;False;;-;False;;Próprio pesquisador;;0.0;262.5;0.0;262.5;2025-01-08;2026-11-30;True;2025-01-08;2026-07-31;Postos de interna??o 1 e 3 e setor 12 do ambulat?rio do HU UFPI;True
4871.0;AVALIAÇÃO DOS EFEITOS DA APLICAÇÃO EXTRA E INTRAORAL DO LASER DE BAIXA POTÊNCIA NO POS-OPERATÓRIO DE EXODONTIA DE TERCEIROS MOLARES: UM ESTUDO COMPARATIVO;Em ajuste pelo pesquisador;2022-06-09 21:57:00;2025-05-09 15:28:00;HU-UFPI;HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUI;ESTUDO EXPERIMENTAL;-;True;Edema, Terceiro molar, Terapia a Laser;Pacientes que irão realizar exodontia de terceiro molar em mandíbula no HU UFPI;75.0;Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quanti-qualitativa;experimental;Experimental/Clínico;Doenças do aparelho digestivo.;False;;-;False;;Próprio pesquisador;;0.0;5575.0;0.0;5575.0;2022-01-08;2023-02-15;True;2022-01-11;2023-01-02;setor 14 - unidade de cabe?a e pesco?o Unidade de pequenas cirurgias;True
18349.0;DISTÚRBIOS PERCEPTIVOS EM PACIENTES COM ESQUIZOFRENIA E TRANSTORNO DE PERSONALIDADE BORDERLINE: A VISÃO DO CLÍNICO;Projeto aprovado;2025-02-04 09:45:00;2025-04-09 19:47:00;HU-UFPI;Hospital Universitário da Universidade Federal do Piauí;Pesquisa Acadêmica;TCC de Especialização;True;distúrbios perceptivos, esquizofrenia, transtorno de personalidade borderline;Pacientes adultos em atendimento no ambulatório de Psiquiatria de um hospital universitário, que tenham diagnóstico de esquizofrenia ou TP Borderline (e outras condições do espectro).;40.0;TCC residência;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Transversal;Observacional/Epidemiológico;Transtornos mentais e comportamentais.;False;;-;False;;Próprio pesquisador;;;3460.0;;3460.0;2024-01-01;2026-02-28;True;2025-01-08;2025-12-31;Ambulat?rio de Psiquiatria - HU/UFPI;True
21692.0;ANÁLISE DA ERGONOMIA NO SERVIÇO DE ENDOSCOPIA DE UM HOSPITAL UNIVERSITÁRIO;Aguardando autorização do setor responsável;2025-02-09 16:15:00;2025-04-09 17:28:00;HU-UFPI;HU-UFPI;projpesq;-;True;lesão muscoloesquelética, endosocopia, Ergonomia;Endoscopistas, residentes e ex-residentes de endoscopia do HU-UFPI;30.0;Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;-;False;;-;False;;Próprio pesquisador;;;1000.0;;1000.0;2025-01-07;2026-02-28;False;;;-;
8388.0;USO DO LASER DE BAIXA POTÊNCIA NO PÓS-OPERATÓRIO DE TERCEIROS MOLARES INFERIORES: Estudo comparativo da aplicação intraoral e extraoral;Aguardando avaliação da GEP;2023-01-05 22:40:00;2025-04-09 09:38:00;HU-UFPI;HOSPITAL UNIVERSITÁRIO - UFPI;Pesquisa Acadêmica;Residência;True;Laser Therapy, Extração dentária, cuidados pós-operatórios, Terceiro molar;pacientes adultos com indicação de exodontia de terceiros molares inferiores.;25.0;Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Ensaio clínico;Experimental/Clínico;Fatores que influenciam o estado de saúde e o contato com os serviços de saúde.;False;;-;False;;Próprio pesquisador;;;;5893.5;5893.5;2023-05-30;2024-01-02;True;2023-06-30;2023-11-30;Hospital Universit?rio da Universidade Federal do Piau? (HU-UFPI), no setor 14 ? Unidade de Cabe?a e Pesco?o, centro cir?rgico e ambulat?rio do setor;True
7328.0;PREVALÊNCIA DE SINTOMAS AUTO-REFERIDOS DE DISFUNCŌES TEMPOROMANDIBULARES E FATORES ASSOCIADOS AO PERÍODO DE RESIDÊNCIA UNIPROFISSIONAL E MÉDICA NO HU/UFPI;Em ajuste pelo pesquisador;2023-03-21 20:17:00;2025-03-09 22:07:00;HU-UFPI;HOSPITAL UNIVERSITARIO DA UNIVERSIDADE FEDERAL DO PIAUI;ESTUDO TRANSVERSAL;-;True;DISFUNÇÃO TEMPOROMANDIBULAR, TRANSTORNOS DE ANSIEDADE, ESTRESSE;RESIDENTES DO PROGRAMA UNIPROFISSIONAL E MÉDICA;151.0;Artigo, TCC residência;Mestrado Profissional;Primário;Ciências da Saúde;Quanti-qualitativa;Transversal;Observacional/Epidemiológico;Fatores que influenciam o estado de saúde e o contato com os serviços de saúde.;False;;-;False;;Próprio pesquisador;;0.0;3654.0;0.0;3654.0;2023-03-21;2023-12-31;True;2023-01-07;2023-12-31;HOSPITAL UNIVERSIT?RIO DA UNIVERSIDADE FEDERAL DO PIAUI/ SETOR 14 - UNIDADE DE CABE?A E PESCO?O;True
17388.0;CONDIÇÃO DE SAÚDE BUCAL E NECESSIDADE DE TRATAMENTO ODONTOLÓGICO DE PACIENTES INTERNADOS NA UNIDADE DE TERAPIA INTENSIVA DO HU-UFPI/EBSERH;Projeto aprovado;2025-01-27 08:18:00;2025-03-09 19:45:00;HU-UFPI;UFPI;projpesq;-;True;Equipe hospitalar de odontologia, Unidade de Terapia Intensiva, Assistência Odontológica;Paciente em UTI;92.0;Artigo, TCC residência;Mestrado Profissional;Secundário;Ciências da Saúde;Quantitativa;Transversal;Observacional/Epidemiológico;-;False;;-;False;;Próprio pesquisador;;0.0;8449.8;100.0;8549.8;2025-01-08;2025-12-31;True;2025-01-08;2025-12-31;Unidade de Terapia Intensiva HU/UFPI;True
18634.0;ANÁLISE DO USO DE ANTIMICROBIANOS EM PACIENTES EM CUIDADOS PALIATIVOS EM UNIDADE DE TERAPIA INTENSIVA;Projeto aprovado;2025-04-17 10:38:00;2025-03-09 19:16:00;HU-UFPI;HU-UFPI Hospital Universitário da Universidade Federal do Piaui;projfominova;-;True;Manejo de Antimicrobianos, Cuidados Paliativos, terapia intensiva;PAcientes internados e Unidade de Terapia Intensiva com manejo isolado ou em associação, de abordagem em cuidados paliativos e uso de antimicrobianos;40.0;Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Transversal;Observacional/Epidemiológico;Fatores que influenciam o estado de saúde e o contato com os serviços de saúde.;False;;-;False;;Próprio pesquisador;;0.0;2700.0;0.0;2700.0;2025-01-08;2025-10-31;True;2025-01-09;2025-09-30;Unidade de Terapia Intensiva;True
21630.0;EFEITO DA FIBRA DO CAJÚ (ANACARDIUM OCCIDENTALE L.) NA PREVENÇÃO DA OBESIDADE: UM ENSAIO CLÍNICO RANDOMIZADO;Carta de anuência assinada;2025-08-29 10:28:00;2025-03-09 19:03:00;HU-UFPI;UNIVERSIDADE FEDERAL DO PIAUÍ;projpesq;-;True;Nutrição, Doenças Crônicas, Fibra funcional;Sobrepeso;120.0;Relatório final do projeto, Registro de Software, Dissertação, Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Caso-controle;Experimental/Clínico;Doenças endócrinas, nutricionais e metabólicas.;False;;-;False;;Próprio pesquisador;;;12570.0;;12570.0;2025-08-09;2026-06-30;False;;;-;
21603.0;AVALIAÇÃO DA FORÇA MUSCULAR PERIFÉRICA E NÍVEL DE MOBILIDADE DE PACIENTES SUBMETIDOS À CIRURGIA CARDÍACA COM ESTERNOTOMIA;Aguardando autorização do setor responsável;2025-08-27 17:53:00;2025-03-09 14:30:00;HU-UFPI;HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUI;projpesq;-;True;DOENÇA CARDIOVASCULAR, UNIDADE DE TERAPIA INTENSIVA, CIRURGIA CARDÍACA;Pacientes entre 18 e 80 anos, indicados para cirurgia cardíaca eletiva, como procedimentosde bypass cardíaco, troca de válvula e outros tipos de cirurgias cardíacas com esternotomia;30.0;Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Transversal;Desenvolvimento/Avaliação;Doenças do aparelho circulatório.;False;;-;False;;Próprio pesquisador;;0.0;109.0;7000.0;7109.0;2025-01-09;2026-02-27;True;2025-01-10;2025-12-15;UNIDADE DE POSTOS CARDIACOS/UTI;False
13555.0;PREDIÇÃO DE DESFECHOS ADVERSOS GRAVES EM DOENÇAS INFLAMATÓRIAS INTESTINAIS UTILIZANDO INTELIGÊNCIA ARTIFICIAL COM REGISTROS DO HOSPITAL UNIVERSITÁRIO - UFPI;Projeto aprovado;2024-06-17 18:35:00;2025-03-09 11:46:00;HU-UFPI;UFPI;Desenvolvimento tecnológico;-;True;Doenças Inflamatórias Intestinais, Inteligência Artificial, Aprendizado de Máquina;Pacientes com Doença Inflamatória Intestinal atendidos no HU-UFPI de janeiro de 2013 a março de 2024;385.0;Artigo, Relatório final do projeto, Resumo publicado em Anais;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Transversal;Observacional/Epidemiológico;Doenças do aparelho digestivo.;False;;-;False;;Próprio pesquisador;;0.0;188.0;0.0;188.0;2024-06-17;2025-07-31;True;2024-01-10;2025-03-31;Sistema AGHU do Hospital Universitario da Universidade Federal do Piaui / Unidade do Sistema Digestivo do HU-UFPI.;True
13556.0;Estudo Epidemiológico do Registro das Doenças Inflamatórias Intestinais dos Pacientes do Hospital Universitário - UFPI no Período de 2020 a 2024;Projeto aprovado;2024-06-17 18:35:00;2025-03-09 11:42:00;HU-UFPI;UFPI;Pesquisa Acadêmica;Iniciação Científica;True;Epidemiologia, Retocolite Ulcerativa, Doença de Crohn, Doenças Inflamatórias Intestinais;Pacientes com diagnóstico de Doença de Crohn e Retocolite Ulcerativa no período de 2020 a 2024 no Hospital Universitário da UFPI;285.0;Artigo, Relatório final do projeto, Resumo publicado em Anais;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Transversal;Observacional/Epidemiológico;Doenças do aparelho digestivo.;False;;-;False;;Próprio pesquisador;;;240.0;;240.0;2024-06-17;2025-07-31;True;2024-01-10;2025-03-31;Sistema AGHU da rede EBSERH no Ambulat?rio de Doencas Gastrointestinais do HU-UFPI - Unidade do Sistema Digestivo;True
20481.0;IMPACTO DA REABILITAÇÃO CARDIOVASCULAR NOS NÍVEIS DE ANSIEDADE E DEPRESSÃO EM PACIENTES COM DOENÇA ARTERIAL CORONARIANA E/OU INSUFICIÊNCIA CARDÍACA NO HU-UFPI;Aguardando aprovação do CEP;2025-01-07 17:46:00;2025-02-09 19:35:00;HU-UFPI;Universidade Federal do Piauí;Pesquisa Acadêmica;Iniciação Científica;True;Reabilitação Cardíaca, Saúde Mental, Doença Arterial Coronariana, Insuficiência Cardíaca.;Pacientes atendidos no centro de reabilitação cardiovascular do HU-UFPI com DAC e IC;40.0;Artigo, Relatório final do projeto, Resumo publicado em Anais, TCC graduação;Mestrado Profissional;Primário;Ciências da Saúde;Quanti-qualitativa;Coorte;Observacional/Epidemiológico;Doenças do aparelho circulatório.;False;;-;False;;Próprio pesquisador;;0.0;3497.0;0.0;3497.0;2025-01-05;2026-07-31;True;2025-01-09;2026-03-31;Unidade do Sistema Cardiovascular Unidade Multiprofissional/Unidade de Reabilita??o Cardiovascular;
21683.0;CONDIÇÃO BUCAL DE PACIENTES COM RISCO DE ENDOCARDITE INFECCIOSA INTERNADOS NO HU-UFPI/EBSERH;Em cadastramento;2025-02-09 12:16:00;2025-02-09 12:29:00;HU-UFPI;UFPI;projpesq;-;True;Saúde bucal, Cardiopatias, Endocardite;Os pacientes internados nas unidades cardiológicas do HU-UFPI que apresentem fatores predisponentes para endocardite infecciosa;90.0;Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Transversal;Observacional/Epidemiológico;-;False;;-;False;;Próprio pesquisador;;0.0;8888.4;1100.0;9988.4;2026-01-01;2027-03-31;True;2026-01-01;2026-11-30;Enfermarias da cardiologia do HU-UFPI/EBSERH;
20478.0;EFICÁCIA DE TECNOLOGIAS PARA O AUTOCUIDADO PÓS-CIRURGIA DE REVASCULARIZAÇÃO DO MIOCÁRDIO EM PESSOAS IDOSAS: Estudo Quase-Experimental;Aguardando aprovação do CEP;2025-01-07 15:26:00;2025-12-08 15:07:00;HU-UFPI;Universidade Federal do Piauí;Desenvolvimento tecnológico;-;True;Revascularização Miocárdica, Saúde do Idoso, Tecnologia Educacional;Enfermeiros e Pessoas idosas Revascularizadas;200.0;Artigo, Protocolo assistencial, Relatório final do projeto, Resumo publicado em Anais, TCC graduação;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Estudo Quase-experimental;Desenvolvimento/Avaliação;Doenças do aparelho circulatório.;False;;-;False;;Próprio pesquisador;;0.0;0.0;6528.0;6528.0;2025-01-11;2028-12-31;True;2025-03-11;2026-12-31;ambulatorio de cirurgia cardiaca e unidades de internacao;
20619.0;ACOMPANHAMENTO EM TEMPO REAL DA FUNÇÃO RENAL DE PACIENTES EM USO DE VANCOMICINA: ANÁLISE E DESENVOLVIMENTO DE FERRAMENTA PARA AJUSTE DE DOSE;Em ajuste para autorização do setor responsável;2025-04-07 11:04:00;2025-12-08 12:16:00;HU-UFPI;Hospital Universitário da Universidade Federal do Piauí;Desenvolvimento tecnológico;-;True;Vancomicina, Injúria Renal Aguda, Automatização;Pacientes internados no Hospital Universitário da Universidade Federal do Piauí (HU-UFPI);120.0;Artigo, Registro de Software;Mestrado Profissional;Primário;Ciências da Saúde;Quanti-qualitativa;Coorte;Observacional/Epidemiológico;Algumas doenças infecciosas e parasitárias.;False;;-;False;;Próprio pesquisador;;0.0;70.0;2300.0;2370.0;2025-01-08;2026-08-31;True;2025-01-10;2026-04-30;Unidade de Farm?cia Cl?nica e Dispensa??o Farmac?utica - Coleta de Dados a partir do sistema eletr?nico AGHU de pacientes internados nos postos;
17229.0;PERFIL CLÍNICO E FATORES DE RISCO ASSOCIADOS À MORTALIDADE DE PACIENTES COM SEPSE NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ – HU-UFPI;Aguardando aprovação do CEP;2025-01-15 12:37:00;2025-06-08 14:24:00;HU-UFPI;UFPI UNIVERSIDADE FEDERAL DO PIAUI;projpesq;-;True;Mortalidade, Fatores de risco, Sepse;Pacientes com sepse internados pela clínica médica no Hospital Universitário da Universidade Federal do Piauí (HU-UFPI).;110.0;Dissertação;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;Algumas doenças infecciosas e parasitárias.;False;;-;False;;Próprio pesquisador;;0.0;746.0;0.0;746.0;2024-10-14;2026-02-27;True;2025-01-11;2025-12-31;Consulta de prontuario eletronico, posto 3, enfermaria de clinica medica.;
16496.0;PERFIL CLÍNICO-EPIDEMIOLÓGICO E DESFECHO EVOLUTIVO DE IDOSOS INTERNADOS COM FRATURA DE FÊMUR NO HOSPITAL UNIVERSITÁRIO DO PIAUÍ;Projeto aprovado;2024-06-11 11:14:00;2025-04-08 17:20:00;HU-UFPI;Hospital Universitário da Universidade Federal do Piauí;projpesq;-;True;mortalidade hospitalar, fratura de quadril, Idoso;Pacientes com mais de 60 anos com diagnóstico de fratura de fêmur;250.0;Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Qualitativa;Transversal;Observacional/Epidemiológico;-;False;;-;False;;Próprio pesquisador;;0.0;145.0;400.0;545.0;2024-06-20;2026-10-02;True;2024-12-20;2025-02-20;Unidade de interna??o/Enfermaria (Posto 3) Pacientes internados pela Ortopedia;True
20565.0;Estudo epidemiológico do registro de Neoplasias na Tireoide nos pacientes do Hospital Universitário da UFPI(HU-UFPI) entre 2015 e 2025;Em cadastramento;2025-03-07 13:06:00;2025-03-07 13:06:00;HU-UFPI;Universidade Federal do Piaui;projpesq;-;True;Neoplasias, tireoide, Hospital Universitário;Pacientes com Neoplasias na Tireoide;0.0;Artigo, Resumo publicado em Anais;-;-;-;-;-;-;-;;;-;;;-;;;;;;;;;;;-;
19881.0;CONHECIMENTO DE PACIENTES INTERNADOS E ACOMPANHANTES SOBRE SEGURANÇA DO PACIENTE : ESTUDO TRANSVERSAL;Em cadastramento;2025-11-06 18:31:00;2025-11-06 18:58:00;HU-UFPI;UNIVERSIDADE FEDERAL DO PIAUÍ;Pesquisa Acadêmica;TCC de Graduação;True;Segurança do paciente, Conhecimento, Pacientes internados;Pacientes internados e acompanhantes;105.0;Artigo;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Transversal;Observacional/Epidemiológico;-;False;;-;False;;Próprio pesquisador;;;4165.0;;4165.0;2025-01-03;2025-05-12;True;2025-01-09;2025-10-31;Posto de Cirurgia, UNACON,Cl?nica M?dica, ?rea conjunta de Cl?nica M?dica com Cl?nica Cir?rgica;
8774.0;Jejum perioperatório e sua asssociação com as características clínicas de pacientes cirúrgicos.;Projeto aprovado;2023-05-30 13:19:00;2025-05-06 14:50:00;HU-UFPI;Universidade Federal do Piauí;Pesquisa Acadêmica;Residência;True;jejum, cirurgia, internação hospitalar;pacientes cirúrgicos;160.0;Artigo, Relatório final do projeto, Resumo publicado em Anais, TCC graduação, TCC residência;Mestrado Profissional;Primário;Ciências da Saúde;Quantitativa;Transversal;Observacional/Epidemiológico;Fatores que influenciam o estado de saúde e o contato com os serviços de saúde.;False;;-;False;;Próprio pesquisador;;0.0;900.0;0.0;900.0;2023-02-10;2025-07-31;True;2023-02-10;2025-04-30;Enfermarias e postos - Hospital Universit?rio da UFPI;True
