hu;titulo_projeto;classificacao_institucional_pesquisa;envolve_seres_humanos;delineamento_estudo;tipo_estudo;eh_estudo_multicentrico;eh_projeto_com_coparticipacao;estado_projeto;tempo_decorrido_entre_status_1;tempo_decorrido_entre_status_2
HU-UFPI;ANÁLISE DA CONCORDÂNCIA ENTRE ACHADOS ANATOMOPATOLÓGICOS DE BIÓPSIA POR AGULHA GROSSA E EXCISÃO CIRÚRGICA DE LESÕES MAMÁRIAS;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;201;232
HU-UFPI;ANALISE COMPARATIVA ENTRE A ADMNISTRAÇÃO DE DIMENIDRATO E ONDASETRONA NA PROFILAXIA DE NÁUSEAS E VÔMITOS PÓS-OPERATÓRIO EM PACIENTES SUBMETIDOS A COLECISTECTOMIA VIDEOLAPAROSCÓPICA;Pesquisa Acadêmica;True;Coorte;Experimental/Clínico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ANÁLISE COMPARATIVA DA QUALIDADE DE VIDA GLOBAL ENTRE MULHERES SUBMETIDAS À HISTERECTOMIA E MIOMECTOMIA POR LEIOMIOMAS UTERINOS;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;37;61
HU-UFPI;ANÁLISE CLÍNICA E EPIDEMIOLÓGICA DOS PACIENTES COM C NCER DE PELE ATENDIDOS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ HU-UFPI NO PERÍODO DE 2014 A 2022.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ADESÃO À TERAPIA NUTRICIONAL ORAL EM HOSPITAL UNIVERSITÁRIO DO PIAUI.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;A COMPREENSÃO DE FAMILIARES/CUIDADORES SOBRE CUIDADOS PALIATIVOS E ACOLHIMENTO FAMILIAR NO SERVIÇO HOSPITALAR DO HU-UFPI;Pesquisa Acadêmica;True;Caráter Exploratório;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Projeto aprovado;187;226
HU-UFPI;Acne da mulher adulta entre servidoras de um hospital terciário de Teresina- Piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ABSENTEÍSMO DE TRABALHADORES DE ENFERMAGEM EM UM HOSPITAL UNIVERSITÁRIO BRASILEIRO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;496;522
HU-UFPI;a;Desenvolvimento tecnológico;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;1;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;VIDA PROFISSIONAL PÓS RESIDÊNCIA EM SAÚDE: PERFIL DE EGRESSOS DA RESIDÊNCIA MULTIPROFISSIONAL ASSISTÊNCIA EM CUIDADOS INTENSIVOS DO HU/UFPI;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;PERFIL DE MULHERES NEGRAS AUTODENTIFICADAS SUBMETIDAS À CIRURGIA POR LEIOMIOMAS;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;PERFIL DE ANÁLISE DO EXAME DO LÍQUOR DE PACIENTES INTERNADOS EM ENFERMARIA DE NEUROLOGIA DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ (HU-UFPI);Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;617;635
HU-UFPI;Perfil clínico-epidemiológico dos pacientes submetidos a espirometria laudada como sugestão de distúrbio ventilatório restritivo;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;PERFIL CLÍNICO E EPIDEMIOLÓGICO DE PACIENTES COM CÂNCER DE CABEÇA E PESCOÇO EM UM HOSPITAL UNIVERSITÁRIO SOB A PERSPECTIVA FONOAUDIOLÓGICA;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;PERFIL CLINICO E EPIDEMIOLOGICO DE INTERCORRÊNCIAS CLINICAS E ONCOLOGICAS EM SALA DE QUIMIOTERAPIA DE UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Observacional avaliação;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ASSOCIAÇÃO ENTRE COMPLICAÇÕES INTRADIALÍTICAS E EVOLUÇÃO EM PACIENTES COM INJÚRIA RENAL AGUDA COM NECESSIDADE DE DIÁLISE INTERNADOS EM UM HOSPITAL TERCIÁRIO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;177;213
HU-UFPI;ASSOCIAÇÃO ENTRE A RESPOSTA INFLAMATÓRIA E O ESTADO NUTRICIONAL NO PROGNÓSTICO DE PACIENTES ONCOLÓGICOS EM UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;78;104
HU-UFPI;ASSOCIAÇÃO DO USO DOS INIBIDORES DA ENZIMA CONVERSORA DE ANGIOTENSINA (IECA) OU DOS BLOQUEADORES DE ANGIOTENSINA II (BRA) NA FUNÇÃO RENAL DE PACIENTES PORTADORES DE DOENÇA RENAL CRÔNICA SUBMETIDOS A CINEANGIOCORONARIOGRAFIA;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Projeto aprovado;188;236
HU-UFPI;A RESIDÊNCIA MULTIPROFISSIONAL EM CUIDADOS INTENSIVOS DE UM HOSPITAL UNIVERSITÁRIO: PERCEPÇÃO DE RESIDENTES;Trabalho de Conclusão da Residência Multiprofissional;True;caráter descritiva-exploratório;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;A RELAÇÃO ENTRE A HIGIENE BUCAL E A PNEUMONIA ASSOCIADA A VENTILAÇÃO MECÂNICA: O CONHECIMENTO E A ATITUDE DA EQUIPE DE ENFERMAGEM;Pesquisa Acadêmica;True;Transversal;Estudo descritivo, de caráter análitico.;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;APLICAÇÃO DE ALGORITMOS DE APRENDIZADO DE MÁQUINA PARA FORECASTING DO COMPORTAMENTO DE INDICADORES MICROBIOLÓGICOS DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ (HU-UFPI);Desenvolvimento tecnológico;True;Modelagem e previsão de dados;Desenvolvimento/Avaliação;False;False;Projeto aprovado;93;144
HU-UFPI;Aplicação da Escala de Sintomas de Edmonton (ESAS) em pacientes oncológicos de um Hospital Universitário;Melhoria no cuidado;True;Coorte;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;A percepção dos Residentes em Saúde sobre Cuidados Paliativos em um Hospital Universitário;Pesquisa Acadêmica;True;Estudo de campo e bibliográfico;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Ansiedade e Depressão em Pacientes com Doenças Inflamatórias Intestinais no Hospital Universitário da Universidade Federal do Piauí.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ANOMALIAS CORONARIANAS EM PACIENTES SUBMETIDOS A CATETERISMO CARDÍACO NO SETOR DE HEMODINÂMICA DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUI: PREVALÊNCIA E CARACTERÍSTICAS CLÍNICO-ANGIOGRÁFICAS.;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ANÁLISES DAS INTERVENÇÕES FARMACÊUTICAS E SEU IMPACTO NA GESTÃO DE MEDICAMENTOS EM UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;105;123
HU-UFPI;ANÁLISE DE DIMENSÕES ANTROPOMÓRFICAS NÃO USUAIS EM PACIENTES COM SÍNDROME METABÓLICA DO SERVIÇO DE ENDOCRINOLOGIA EM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;321;363
HU-UFPI;ANÁLISE DA SEGURANÇA HOSPITALAR NA PREVENÇÃO DE QUEDAS EM IDOSOS;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;64;112
HU-UFPI;ANÁLISE DA REPRODUTIBILIDADE E CONCORD NCIA INTRA E INTEROBSERVADORES DOS CRITÉRIOS DE HERTEL PARA AVALIAÇÃO DO RISCO DE OSTEONECROSE NAS FRATURAS DA EXTREMIDADE PROXIMAL DO ÚMERO;Pesquisa Acadêmica;True;Qualitativo, analítico, retrospectivo e de documen;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DE SANGRAMENTO EM PACIENTES OPERADOS EM UM HOSPITAL UNIVERSITÁRIO POR LESÃO DO LIGAMENTO CRUZADO ANTERIOR COM E SEM O USO DE ÁCIDO TRANEXÂMICO;Pesquisa Acadêmica;True;ENSAIO CLINICO RANDOMIZADO, PROSPECTIVO;ENSAIO CLINICO RANDOMIZADO;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DE NEFROPATIA ASSOCIADA A CONTRASTE EM PACIENTES SUBMETIDOS A CATETERISMO CARDÍACO NO HOSPITAL UNIVERSITÁRIO DO PIAUÍ;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DA TERAPIA À VÁCUO ENDOSCÓPICA EM PACIENTES DE UM HOSPITAL UNIVERSITÁRIO.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DAS METAS DE LDL-COLESTEROL EM PACIENTES SUBMETIDOS A REVASCULARIZAÇÃO MIOCÁRDICA PERCUTÂNEA OU CIRÚRGICA NO HOSPITAL UNIVERSITÁRIO DA UFPI;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DAS INFECÇÕES RELACIONADAS A ASSISTÊNCIA À SAÚDE EM UNIDADE DE TERAPIA INTENSIVA ANTES E DURANTE A PANDEMIA POR COVID-19;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DA SEDOANALGESIA PELO MONITORAMENTO DO ÍNDICE BISPECTRAL EM UMA UNIDADE DE TERAPIA INTENSIVA - COVID;Desenvolvimento tecnológico;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando assinatura da carta de anuência;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DA RESPOSTA AO TRATAMENTO DE PACIENTES COM NEFRITE LÚPICA EM PULSOTERAPIA COM CICLOFOSFAMIDA NO HOSPITAL UNIVERSITÁRIO DA UFPI ENTRE 2018 E 2023;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;64;90
HU-UFPI;AVALIAÇÃO DA QUALIDADE DO SONO NOS PACIENTES PORTADORES DE FIBROMIALGIA ATENDIDOS EM UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DA QUALIDADE DE VIDA EM PACIENTES COM CICATRIZES ATRÓFICAS PÓS ACNE VULGAR;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DA QUALIDADE DE VIDA DE PACIENTES COM DOENÇAS INFLAMATÓRIAS INTESTINAIS EM UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Projeto aprovado;195;250
HU-UFPI;AVALIAÇÃO DA EVOLUÇÃO DO STATUS PERFORMANCE DO PACIENTE ACOMPANHADO NO AMBULATÓRIO DE CUIDADOS PALIATIVOS DE UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;3;73
HU-UFPI;AUTOMAÇÃO E VISUALIZAÇÃO DE DADOS PARA MONITORAMENTO DE MICRORGANISMOS HOSPITALARES;Desenvolvimento tecnológico;True;Desenvolvimento de tecnologia em análise de dados;Desenvolvimento/Avaliação;False;False;Projeto aprovado;14;20
HU-UFPI;CARDIOTOXICIDADE ASSOCIADA AO USO DE QUIMIOTERÁPICOS EM PACIENTES ONCOLÓGICOS ATENDIDOS EM HOSPITAL TERCIÁRIO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;CARACTERIZAÇÃO DAS INFECÇÕES RELACIONADAS À SAÚDE NA UNIDADE DE TERAPIA INTENSIVA DE UM HOSPITAL UNIVERSITÁRIO NO PIAUÍ;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;CARACTERÍSTICAS CLÍNICAS E EPIDEMIOLÓGICAS DE PACIENTES SUBMETIDOS A TERAPIA DE ABLAÇÃO POR CATÉTER ATENDIDOS EM HOSPITAL TERCIÁRIO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;BLOQUEIO PARAESTERNAL GUIADO POR US PARA CONTROLE DA DOR PERIOPERATÓRIA DURANTE ESTERNOTOMIA EM CIRURGIA CARDÍACA;Pesquisa Acadêmica;True;Caso-controle;Experimental/Clínico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;BANCO DE DADOS DAS CIRURGIAS DO APARELHO DIGESTIVO REALIZADAS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DO RISCO PARA DESENVOLVIMENTO DE DIABETES MELLITUS TIPO 2 EM UNIVERSITÁRIOS;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;Avaliação do risco para desenvolvimento de diabetes mellitus tipo 2 em universitários;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;41;95
HU-UFPI;AVALIAÇÃO DO RISCO DE APNEIA OBSTRUTIVA DO SONO EM PACIENTES AMBULATORIAIS DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DO CONHECIMENTO DOS MÉDICOS RESIDENTES E ACADÊMICOS DE MEDICINA SOBRE O ATENDIMENTO À PARADA CARDIORRESPIRATÓRIA EM UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;28;49
HU-UFPI;AVALIAÇÃO DE UM PROTOCOLO DE SUPLEMENTAÇÃO COM VITAMINA E PARA PACIENTES COM C NCER DE MAMA EM TRATAMENTO QUIMIOTERÁPICO NO SUS: IMPACTOS, EFICIÊNCIA E APLICABILIDADE;Pesquisa Acadêmica;True;Experimental pareado, simples-cego.;Desenvolvimento/Avaliação;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;: AVALIAÇÃO DE UM PROTOCOLO DE SUPLEMENTAÇÃO COM VITAMINA E PARA PACIENTES COM CÂNCER DE MAMA EM TRATAMENTO QUIMIOTERÁPICO NO SUS: IMPACTOS, EFICIÊNCIA E APLICABILIDADE;Pesquisa Acadêmica;True;experimental pareado, simples-cego.;Desenvolvimento/Avaliação;False;False;Aguardando assinatura da carta de anuência;Pendente;Pendente
HU-UFPI;AVALIAÇÃO DE TRATAMENTO ENDOSCÓPICO COM LIGADURA ELÁSTICA DE VARIZES ESOFÁGICAS EM UM HOSPITAL DE REFERÊNCIA DE TERESINA;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Percepções da equipe multiprofissional de um Hospital Universitário sobre o Projeto Terapêutico Singular;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Projeto aprovado;540;568
HU-UFPI;PERCEPÇÃO E CUIDADOS DA SAÚDE MENTAL DE PACIENTES COM OBESIDADE: DESENVOLVIMENTO DE APLICATIVO PARA CELULAR;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Projeto aprovado;191;340
HU-UFPI;PERCEPÇÃO DA QUALIDADE DE VIDA DOS PACIENTES SUBMETIDOS À CIRURGIA BARIÁTRICA EM UM HOSPITAL DE ENSINO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;182;225
HU-UFPI;PAZVIRTUAL:Desenvolvimento e Validação de Realidade Virtual Imersiva para Redução de Ansiedade Perioperatória;Desenvolvimento tecnológico;True;Estudo de caso;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;OSTEOTOMIA SAGITAL DO RAMO MANDIBULAR NA REMOÇÃO DE “KISSING” MOLARS”: RELATO DE CASO;Relato de Caso;True;Estudo de caso;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;OLHAR PARA A PALIAÇÃO: desenvolvimento de material educativo para cuidadores de pacientes em cuidados paliativos em um Hospital Universitário;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Projeto aprovado;263;303
HU-UFPI;O CUIDAR SILENCIOSO: COMO ENFERMEIROS LIDAM COM SEU SOFRIMENTO PSÍQUICO NA ONCOLOGIA;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;NÍVEIS DE TROPONINA T CARDÍACA DE ALTA SENSIBILIDADE EM PACIENTES COM SÍNDROME DOS OVÁRIOS POLICÍSTICOS DE UM HOSPITAL UNIVERSITÁRIO NO NORDESTE DO BRASIL;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;nao temos projeto;Desenvolvimento tecnológico;True;Caso-controle;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;Desenvolvimento de um Protótipo de Coleta de Dados para Diagnóstico em Ehealth (Ediagnostic) com IoT E Modelagem de uma API Para Telemedicina;Desenvolvimento tecnológico;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;DESENVOLVIMENTO DE PRODUTOS UTILIZANDO MATÉRIAS PRIMAS REGIONAIS E APROVEITAMENTO DE RESÍDUOS;Desenvolvimento tecnológico;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;DESENVOLVIMENTO DE DATASET E DE ALGORITMO PARA O RECONHECIMENTO DE FASCIES PARKINSONIANAS BASEADAS EM APRENDIZADO POR INTELIGÊNCIA ARTIFICIAL;Desenvolvimento tecnológico;True;Transversal;Desenvolvimento/Avaliação;False;True;Projeto aprovado;116;139
HU-UFPI;Dermatofibrossarcoma Protuberans recidivante em topografia inguinal: Relato de Caso;Relato de caso;True;Estudo de caso;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;CONSULTA DE ENFERMAGEM PRÉ-OPERATÓRIA PARA PROCEDIMENTOS ELETIVOS HEMODINÂMICOS: avaliação das causas de cancelamento de cirurgias;Pesquisa Acadêmica;True;Descritivo retrospectivo;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;CONSTRUÇÃO DE UM MANUAL EDUCATIVO DE CUIDADOS COM O PACIENTE DISFÁGICO NA UNIDADE DE TERAPIA INTENSIVA;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;CONHECIMENTO DOS PROFISSIONAIS DE ENFERMAGEM SOBRE A PREVENÇÃO LESÕES POR PRESSÃO E INDICADORES DE QUALIDADE;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;125;163
HU-UFPI;CONHECIMENTO DA EQUIPE DE ENFERMAGEM SOBRE LESÃO POR PRESSÃO EM UNIDADE DE TERAPIA INTENSIVA;Pesquisa Acadêmica;True;Transversal;Estudo descritivo-exploratório;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;CONCORDÂNCIA ENTRE O DIAGNÓSTICO ENDOSCÓPICO E HISTOLÓGICO DA GASTRITE CRÔNICA ATRÓFICA EM UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;COMPARAÇÃO DE ESCORES DE RISCO CARDIOVASCULAR EM CIRURGIA VASCULAR ARTERIAL;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;70;105
HU-UFPI;ESTUDO COMPARATVO DA EVOLUÇÃO DO PERFIL NUTRICIONAL DE PACIENTES BARIÁTRICOS EM UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ESTUDO COMPARATIVO DE TRATAMENTO INFUSIONAL PARA O CÂNCER DE ESTÔMAGO REALIZADO EM UM HOSPITAL DE TERESINA.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;ESTUDO COMPARATIVO DA EVOLUÇÃO DO PERFIL NUTRICIONAL DE PACIENTES BARIÁTRICOS EM UM HOSPITAL UNIVERSITÁRIO;Pesquisa Acadêmica;True;Observacional, descritivo, retroprospectivo;Desenvolvimento/Avaliação;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;ESTRATÉGIAS DE UTILIZAÇÃO DE ANTIMICROBIANOS EM SITUAÇÕES DE RESISTÊNCIA DOS MICROORGANISMOS;RELATO DE CASOS;True;Estudo de caso;Descritivo, de caráter narrativo e reflexivo;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ELABORAÇÃO E VALIDAÇÃO DE CARTILHA SOBRE O CATETER CENTRAL DE INSERÇÃO PERIFÉRICA PARA PROFISSIONAIS DE ENFERMAGEM;Desenvolvimento tecnológico;True;Transversal;METODOLÓGICO;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;Elaboração de infusão fermentada de ora-pro-nóbis (Pereskia aculeata Miller) saborizada com cajuína e farinha do resíduo da infusão.;Desenvolvimento tecnológico;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ELABORAÇÃO DE CARTILHA INFORMATIVA VISANDO A ACESSIBILIDADE EM PACIENTES COM DOENÇA INFLAMATÓRIA INTESTINAL NO HU-UFPI;Desenvolvimento tecnológico;True;ELEABORAÇÃO DE MATERIAL EDUCATIVO;ELABORAÇÃO DE MATERIAL EDUCATIVO;False;False;Projeto aprovado;147;161
HU-UFPI;Efeitos de treinamento de habilidades socioafetivas no trabalho colaborativo em equipes interprofissionais de saúde.;Pesquisa Acadêmica;True;Experimental;Desenvolvimento/Avaliação;True;True;Projeto aprovado;86;218
HU-UFPI;Educação permanente em saúde sob a ótica dos enfermeiros de um hospital universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;DOENÇAS INTERSTICIAIS PULMONARES: PERFIL CLÍNICO E EPIDEMIOLÓGICO EM AMBULATÓRIO DE PNEUMOLOGIA;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;78;109
HU-UFPI;Doenças Inflamatórias Intestinais de início em idosos atendidos no Hospital Universitário da Universidade Federal do Piauí de 2013 a 2022.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;37;57
HU-UFPI;DIREITOS SOCIAIS E USUÁRIOS ONCOLÓGICOS EM UMA PERSPECTIVA DE ACESSO AO TRATAMENTO;Pesquisa Acadêmica;True;Caráter exploratório;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;Determinantes da Infertilidade entre casais inférteis em hospital de ensino;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;629;720
HU-UFPI;DESFECHOS DE PACIENTES COM ESTOMIA SUBMETIDOS A RECONSTRUÇÃO DE TRÂNSITO INTESTINAL;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;True;True;Projeto aprovado;128;176
HU-UFPI;LAQUEADURA TUBÁRIA NA ERA DOS CONTRACEPTIVOS DE LONGA DURAÇÃO: AINDA É UMA OPÇÃO ATRATIVA PARA AS MULHERES?;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;73;87
HU-UFPI;Internações por traumatismo raquimedular: perfil clínico-epidemiológico e demandas para a fisioterapia;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;46;69
HU-UFPI;INJÚRIA RENAL AGUDA APÓS CIRURGIA DE REVASCULARIZAÇÃO MIOCÁRDICA: Impacto da idade e da doença renal crônica na incidência, no tempo de internação em UTI e na mortalidade.;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;INCIDÊNCIA E FATORES EPIDEMIOLÓGICOS DE CÂNCER DE VESÍCULA BILIAR INCIDENTAL EM COLECISTECTOMIAS ELETIVAS NO HOSPITAL UNIVERSITÁRIO DO PIAUÍ;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
