Hospital Universitário (HU),Título do Projeto,Número do Projeto,Status do Projeto,Quem Fez,Quando Fez (Data/Hora),Duração,Status Onde Estava,Status O que Aconteceu
HU-UFPI,perfil histopatológico das biópsias cutâneas realizadas no hospital universitário da universidade federal do piauí no período de janeiro a abril de 2023.,4852.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,27/10/2022 08:56:28,2 Dia(s) 20 Hr(s) 55 Min 22 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação de riscos para o desenvolvimento de lesões decorrentes do posicionamento cirúrgico em diferentes contextos hospitalares,4836.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,12/12/2022 08:34,2 Dia(s) 21 Hr(s) 32 Min 55 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,repercussões psicológicas em pacientes acometidos por traumatismo raquimedular internados em uma uti geral,4825.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,17/10/2022 11:30:17,6 Dia(s) 17 Hr(s) 11 Min 55 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,"avaliação da qualidade de vida e prognóstico dos pacientes com angina pectoris tratados de acordo com as orientações de cardiologistas ambulatoriais da a.r.c.a. (associações regionais de cardiologistas ambulatoriais) um registro multicêntrico, prospectivo e observacional.",4801.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,20/12/2022 10:39:56,40 Min 49 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,avaliação da reprodutibilidade e concordância intra e interobservadores da classificação ideal para fraturas de extremidade distal de rádio,4797.0,Projeto aprovado,ANA LINA DE CARVALHO CUNHA SALES,31/10/2022 11:09:34,3 Dia(s) 12 Hr(s) 18 Min 48 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,cateter central de inserção periférica: análise do uso em pacientes adultos hospitalizados,4749.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,28/09/2022 15:27:11,8 Dia(s) 22 Hr(s) 21 Min 22 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,evolução de idosos com injúria renal aguda internados em unidade de terapia intensiva de hospital terciário,4734.0,Projeto aprovado,GINIVALDO VICTOR RIBEIRO DO NASCIMENTO,11/11/2022 10:01,5 Min 30 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,relação entre parâmetros cirurgicos da facoemulsificaçao e espessura macular avaliada por tomografia de coerência optica,4648.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,28/09/2022 15:26:30,8 Dia(s) 22 Hr(s) 20 Min 38 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,perfil clínico-epidemiológico dos pacientes internados em hospital universitário avaliados em interconsulta pela dermatologia: a importância do dermatologista no ambiente hospitalar,4633.0,Projeto aprovado,ANA LINA DE CARVALHO CUNHA SALES,17/11/2022 12:11:27,23 Min 22 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,desfechos de pacientes com estomia submetidos a reconstrução de trânsito intestinal,4559.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,02/03/2023 10:53,1 Hr(s) 32 Min 8 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,a produção de sentido da equipe multiprofissional sobre o sofrimento psíquico em um hospital geral,21313.0,Aguardando aprovação do CEP,ALICE TACIANA ALVES FERREIRA BEZERRA,18/08/2025 18:27:50,27 Min 1 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,tratamento cirúrgico de anquilose bilateral de atm com artroplastia interposicional associada a osteotomia vertical com deslizamento superior de ramo,21278.0,Aguardando aprovação do CEP,ALICE TACIANA ALVES FERREIRA BEZERRA,09/12/2025 12:35,31 Min 42 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação dos níveis sérios de irisina em pacientes com distonia e doença de parkinson submetidos à protocolos terapeuticos,21207.0,Em ajuste para autorização do setor responsável,ALICE TACIANA ALVES FERREIRA BEZERRA,09/09/2025 17:39,1 Dia(s) 8 Hr(s) 36 Min 14 Seg,Aguardando autorização do setor responsável,Solicitado ajustes
HU-UFPI,uso da inteligência artificial generativa no tratamento de pacientes com obesidade,21191.0,Aguardando aprovação do CEP,ALICE TACIANA ALVES FERREIRA BEZERRA,14/08/2025 18:09:42,2 Hr(s) 9 Min 32 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,metástase ocular de coriocarcinoma de testículo: um diagnóstico diferencial raro e agressivo de tumores oculares,21159.0,Em ajuste para autorização do setor responsável,ALICE TACIANA ALVES FERREIRA BEZERRA,18/08/2025 11:30:33,20 Dia(s) 20 Hr(s) 40 Min 49 Seg,Aguardando autorização do setor responsável,Solicitado ajustes
HU-UFPI,porocarcinoma écrino altamente recidivante - um relato de caso,21144.0,Em ajuste pelo pesquisador,ALICE TACIANA ALVES FERREIRA BEZERRA,09/02/2025 19:55,7 Dia(s) 20 Hr(s) 36 Min 27 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,perfil clínico e epidemiológico dos pacientes com esclerose múltipla em um hospital universitário da região nordeste,21135.0,Aguardando aprovação do CEP,ALICE TACIANA ALVES FERREIRA BEZERRA,22/08/2025 17:40:14,5 Hr(s) 35 Min 45 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,medição de pressão arterial por tecnologia de imagem óptica transdérmica acoplada a inteligência artificial em dispositivos móveis: um estudo transversal,20958.0,Aguardando aprovação do CEP,ALICE TACIANA ALVES FERREIRA BEZERRA,14/08/2025 18:08:31,14 Dia(s) 2 Hr(s) 7 Min 16 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,desenvolvimento e caracterização de gel mucoadesivo vaginal à base de própolis para vaginites inespecíficas,20951.0,Aguardando aprovação do CEP,ALICE TACIANA ALVES FERREIRA BEZERRA,14/08/2025 16:56:02,55 Min 54 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,perfil clínico e epidemiológico de pacientes com câncer de cabeça e pescoço em um hospital universitário sob a perspectiva fonoaudiológica,20903.0,Em ajuste pelo pesquisador,ALICE TACIANA ALVES FERREIRA BEZERRA,29/09/2025 13:38:10,4 Hr(s) 26 Min 41 Seg,Aguardando avaliação da GEP,Retornado para ajuste do pesquisador
HU-UFPI,criação de uma plataforma online de educação em saúde para pacientes com diabetes mellitus: contribuindo para a autonomia e qualidade de vida no manejo do diabetes,20862.0,Aguardando autorização do setor responsável,ZAINE DALETE DA SILVA,29/08/2025 12:29:31,6 Hr(s) 2 Min 19 Seg,Em análise pela GEP,Solicitado autorização do setor responsável
HU-UFPI,"aspectos clínicos de mulheres com diagnóstico de endometriose atendidas em hospital público no município de teresina, pi",20861.0,Em ajuste pelo pesquisador,FRANCISCO LUCIANI DE MIRANDA VIEIRA,25/07/2025 10:26:21,18 Dia(s) 11 Hr(s) 37 Min 48 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,desenvolvimento de agente inteligente conversacional personalizado para atendimento informativo e orientação de pacientes via whatsapp no hospital universitário da universidade federal do piauí,20840.0,Projeto aprovado,ALICE TACIANA ALVES FERREIRA BEZERRA,09/09/2025 19:25,18 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,avaliação das necessidades e barreiras educacionais em saúde para pacientes com diabetes mellitus,20835.0,Em ajuste pelo pesquisador,FRANCISCO LUCIANI DE MIRANDA VIEIRA,25/07/2025 09:39:23,18 Dia(s) 11 Hr(s) 54 Min 5 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,perfil epidemiológico das neoplasias pulmonares nos pacientes do hospital universitário(hu-ufpi) entre 2015 e 2025: um estudo retrospectivo,20797.0,Em ajuste pelo pesquisador,FRANCISCO LUCIANI DE MIRANDA VIEIRA,25/07/2025 11:13:35,18 Dia(s) 11 Hr(s) 12 Min 53 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,efeitos da laserterapia no controle da radiodermatite,5148.0,Em ajuste pelo pesquisador,ANA LINA DE CARVALHO CUNHA SALES,10/10/2022 13:37,4 Dia(s) 19 Hr(s) 29 Min 33 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,injúria renal aguda no trans e pós-operatório de cirurgia nasal endoscópica funcional e estética em um hospital universitário,5126.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,31/10/2022 11:20:02,3 Dia(s) 21 Hr(s) 11 Min 9 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,análise da indicação de transfusões de hemácias em um hospital da rede pública em teresina-pi,5116.0,Em ajuste pelo pesquisador,ANA LINA DE CARVALHO CUNHA SALES,28/09/2022 09:57:06,15 Hr(s) 29 Min 21 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,registro cardiovascular de fibrilação atrial na américa latina (lacross),5064.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,03/03/2023 10:38,21 Hr(s) 26 Min 52 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,perfil lipídico e risco cardiovascular de pacientes com nefrite lúpica em um hospital universitário do piauí,5047.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,31/10/2022 11:19:49,3 Dia(s) 21 Hr(s) 10 Min 57 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,prevalência de cefaleia em pacientes portadores de fibromialgia atendidos em um hospital universitário,5046.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,11/03/2022 11:04,1 Dia(s) 22 Hr(s) 3 Min 32 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação da implantação do hospital-dia no manejo clínico de pacientes com nefrite lúpica em pulsoterapia no hospital universitário da ufpi,5045.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,23/11/2022 14:32:24,30 Min 42 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,correlação radiológica e patológica de lesões pulmonares submetidas a biópsia,4996.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,31/10/2022 11:20:21,3 Dia(s) 21 Hr(s) 11 Min 29 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,"o trabalho do/a assistente social em equipe multidisciplinar de cuidados paliativos de um hospital universitário, em teresina – pi: um estudo sob a ótica dos profissionais de serviço social",4988.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,17/10/2022 11:21:21,3 Dia(s) 21 Hr(s) 4 Min 41 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,capacidade funcional de mulheres em quimioterapia paliativa por neoplasia mamária em hospital universitário,4981.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,11/08/2022 11:19,21 Hr(s) 18 Min 47 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação do escore de ressonância magnética o-rads para estratificação de risco de lesões anexais suspeitas para neoplasia maligna,4949.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,02/08/2024 08:21,11 Hr(s) 59 Min 17 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,"perfil sociodemográfico dos indivíduos que cometeram suicídio no piauí antes e no decorrer da pandemia por covid-19, nos anos de 2011 a 2021",4927.0,Projeto aprovado,CARLOS EDUARDO BATISTA DE LIMA,22/09/2022 09:01:40,2 Dia(s) 17 Hr(s) 56 Min 52 Seg,Aguardando autorização do setor responsável,Projeto aprovado
HU-UFPI,avaliação de margens cirúrgicas de tumores de pele não melanoma em um hospital universitário,4924.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,11/03/2022 11:04,1 Dia(s) 22 Hr(s) 4 Min 6 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,entraves à terapia medicamentosa em ambulatório de saúde mental do estado do piauí,4902.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,28/11/2022 14:38:35,1 Hr(s) 36 Min 54 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,colangite esclerosante primária em pacientes com doenças inflamatórias intestinais no hospital universitário da universidade federal do piauí,5675.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,22/12/2022 13:12:04,1 Hr(s) 3 Min 53 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,estudo de preditores precoces de cardiotoxicidade decorrente do tratamento do câncer de mama,5660.0,Em ajuste pelo pesquisador,JOSE MARIA CORREIA LIMA E SILVA,21/11/2022 10:11:49,3 Dia(s) 10 Hr(s) 42 Min 50 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,análise da sobrevida de pacientes submetidos à cirurgia de whipple em hospital universitário do piauí,5642.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,22/12/2022 13:12:38,1 Hr(s) 4 Min 26 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,uso de um checklist de prevenção de pneumonia associada à ventilação mecânica – avaliação das medidas preventivas em uma unidade de terapia intensiva,5614.0,Em ajuste pelo pesquisador,JOSE MARIA CORREIA LIMA E SILVA,11/11/2022 10:47,12 Hr(s) 34 Min 15 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,índice de adiposidade visceral em mulheres com câncer de mama pós-quimioterapia,5570.0,Em ajuste pelo pesquisador,ANA LINA DE CARVALHO CUNHA SALES,22/11/2022 07:57:59,10 Hr(s) 54 Min 24 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,"características clínicas, coinfecção e desfecho de pacientes com a covid-19",5556.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,01/03/2023 16:53,5 Hr(s) 51 Min 42 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,"estudo randomizado, duplo-cego, controlado por placebo, de grupos paralelos, multicêntrico para avaliar a eficácia e a segurança da terapia de indução subcutânea com guselcumabe em participantes com doença de crohn moderada a severamente ativa; cnto1959crd3004",5421.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,11/11/2022 10:42,19 Hr(s) 43 Min 38 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,influência das características clínico-epidemiológicas e de marcadores bioquímicos séricos no desfecho das cirurgias para tratamento do traumatismo raquimedular (trm),5387.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,25/11/2022 11:03:36,22 Hr(s) 2 Min 7 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,análise da sobrevida de pacientes submetidos à cirurgia de hepatectomia em um hospital universitário do piauí,5348.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,23/11/2022 14:27:30,1 Hr(s) 25 Min 33 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação dos fatores de risco para complicações pós-operatórias em pacientes com doença de crohn submetidos a cirurgia abdominal em um hospital universitário do piauí,5315.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,12/12/2022 08:33,2 Dia(s) 21 Hr(s) 32 Min 31 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,perfil epidemiológico e clínico dos paciente com transtorno bipolar atendidos em um ambulatório de saúde mental,5248.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,28/11/2022 14:38:48,1 Min 31 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,papel da navegação guiada pelo o-arm na ocorrência de mal posicionamento de parafuso pedicular em cirurgias de artrodese de coluna realizadas em hospital universitário: estudo randomizado e controlado.,5189.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,03/03/2023 10:39,21 Hr(s) 29 Min 17 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,sofrimento mental entre profissionais da saúde no combate a pandemia da covid-19: prevalência e estratégias educativas,5183.0,Em ajuste pelo pesquisador,ANA LINA DE CARVALHO CUNHA SALES,10/05/2022 15:05,5 Hr(s) 2 Min 39 Seg,Em análise pela GEP,Solicitado ajustes
HU-UFPI,modelo de prescrição médica para terapia empírica antimicrobiana,6162.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,17/02/2023 14:14:41,1 Hr(s) 12 Min 54 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,associação entre a resposta inflamatória e o estado nutricional no prognóstico de pacientes oncológicos em um hospital universitário,6089.0,Projeto aprovado,ANA LINA DE CARVALHO CUNHA SALES,04/05/2023 13:33,3 Min 4 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,proposta de uso da calculadora calcvan para dosagem de vancomicina em pacientes da uti de um hospital universitário,6068.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,30/06/2023 10:08:28,21 Hr(s) 45 Min 6 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,impacto bgn – avaliação do tempo de antibioticoterapia para o tratamento das infecções por bacilos gram negativos multirresistentes: plataforma de projetos de apoio ao plano de ação nacional de prevenção e controle da resistência aos antimicrobianos.,6059.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,26/01/2023 08:07:47,1 Dia(s) 19 Hr(s) 6 Min 8 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,estudo de vida real: tratamento das doenças inflamatórias intestinais com vedolizumabe,6054.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,22/12/2022 13:11:54,1 Hr(s) 3 Min 43 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,terapia renal hemodialítica em pacientes críticos: conhecimento dos enfermeiros em um hospital universitário,5983.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,22/12/2022 13:12:28,1 Hr(s) 4 Min 15 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,desafios para a certificação ambiental de um hospital universitário,5923.0,Projeto aprovado,CARLOS EDUARDO BATISTA DE LIMA,02/09/2023 12:11,15 Dia(s) 13 Hr(s) 34 Min 19 Seg,Aguardando autorização do setor responsável,Projeto aprovado
HU-UFPI,índice de adiposidade visceral e produto de acumulação lipídica em mulheres com câncer de mama pós-quimioterapia.,5895.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,31/01/2024 08:42:12,17 Hr(s) 7 Min 28 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,"impacto da implementação de protocolo nutricional que mimetiza o jejum no paciente com câncer de mama atendido pelo sus: uma proposta sobre a redução dos efeitos colaterais, qualidade de vida, progressão, metástase e sensibilização tumoral.",5833.0,Em ajuste para autorização do setor responsável,ALICE TACIANA ALVES FERREIRA BEZERRA,16/09/2025 18:51:12,1 Dia(s) 2 Hr(s) 57 Min 11 Seg,Aguardando autorização do setor responsável,Solicitado ajustes
HU-UFPI,perfil clínico e epidemiológico dos pacientes submetidos a cirurgia bariátrica no hospital universitário da ufpi durante o primeiro ano de funcionamento do serviço,5760.0,Projeto aprovado,DANIELLE PEREIRA DOURADO,21/09/2023 10:00:23,1 Dia(s) 9 Hr(s) 56 Min 20 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,caracterização epidemiológica de isolados clínicos bacterianos produtores de carbapenemases em pacientes internados em um hospital de alta complexidade,5756.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,01/03/2023 16:53,5 Hr(s) 52 Min 29 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,perfil clínico e epidemiológico dos pacientes portadores de diabetes insípidus assistidos pela farmácia de medicamentos excepcionais do estado do piauí,5744.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,17/01/2023 14:11:49,11 Min 6 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,perfil nutricional de pacientes acometidos por lesão por pressão em um hospital universitário no nordeste do brasil,6541.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,02/10/2023 08:02,19 Hr(s) 44 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,utilização de machine learning como método de análise da hipervolemia para predição da mortalidade em pacientes pós- cirúrgicos cardíacos do hu-ufpi,6499.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,30/11/2023 08:22:58,19 Hr(s) 52 Min 32 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,desenvolvimento de produtos utilizando matérias primas regionais e aproveitamento de resíduos,6479.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,16/05/2023 08:17:44,19 Hr(s) 59 Min 29 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,estudo de vida real: tratamento da retocolite ulcerativa em pacientes bionaïves com infliximabe.,6435.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,17/02/2023 14:15:14,1 Hr(s) 13 Min 46 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,automação e visualização de dados para monitoramento de microrganismos hospitalares,6426.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,02/09/2023 10:05,1 Hr(s) 30 Min 55 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,desenvolvimento de dataset e de algoritmo para o reconhecimento de fascies parkinsonianas baseadas em aprendizado por inteligência artificial,6410.0,Projeto aprovado,DANIELLE PEREIRA DOURADO,06/06/2023 10:55,5 Dia(s) 18 Hr(s) 1 Min 12 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,elaboração de cartilha informativa visando a acessibilidade em pacientes com doença inflamatória intestinal no hu-ufpi,6290.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,22/06/2023 11:25:12,1 Dia(s) 16 Hr(s) 58 Min 14 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,"injúria renal aguda após cirurgia de revascularização miocárdica: impacto da idade e da doença renal crônica na incidência, no tempo de internação em uti e na mortalidade.",6249.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,26/01/2023 08:08:27,1 Dia(s) 19 Hr(s) 6 Min 49 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,avaliação do conhecimento dos médicos residentes e acadêmicos de medicina sobre o atendimento à parada cardiorrespiratória em um hospital universitário,6167.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,23/02/2023 10:06:26,6 Dia(s) 11 Hr(s) 25 Min 17 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,prevalência de desordens e dores musculoesqueléticas em residentes multiprofissionais em saúde,7121.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,15/05/2023 08:30:12,2 Dia(s) 9 Hr(s) 41 Min 19 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,internações por traumatismo raquimedular: perfil clínico-epidemiológico e demandas para a fisioterapia,7119.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,15/05/2023 08:31:21,2 Dia(s) 9 Hr(s) 43 Min 44 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,análise clínica e epidemiológica dos pacientes com c ncer de pele atendidos no hospital universitário da universidade federal do piauí hu-ufpi no período de 2014 a 2022.,7103.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,30/03/2023 11:47:09,20 Hr(s) 44 Min 16 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,"estudo multicêntrico, duplo-cego, randomizado, placebo-controlado sobre o efeito do carvedilol na prevenção da cardiotoxicidade relacionada ao uso de antraciclinas",7060.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,30/03/2023 11:46:58,20 Hr(s) 44 Min 4 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,conhecimento da equipe de enfermagem sobre lesão por pressão em unidade de terapia intensiva,7049.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,30/03/2023 11:48:15,20 Hr(s) 45 Min 20 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,estratégias de utilização de antimicrobianos em situações de resistência dos microorganismos,6978.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,30/03/2023 11:47:18,20 Hr(s) 44 Min 26 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,conhecimento dos profissionais de enfermagem sobre a prevenção lesões por pressão e indicadores de qualidade,6942.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,08/02/2023 09:40,21 Hr(s) 52 Min 20 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,modelo de terapia empírica antimicrobiana,6852.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,30/03/2023 11:48:37,20 Hr(s) 46 Min 38 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,incidência de lesão por pressão: análise da existência de subnotificação,6782.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,20/03/2024 09:38:34,47 Min 27 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,preceptoria em serviço social: um estudo nos hospitais universitários da região nordeste geridos pela empresa brasileira de serviços hospitalares – ebserh,6715.0,Projeto aprovado,DANIELLE PEREIRA DOURADO,06/06/2023 10:56,16 Hr(s) 15 Min 58 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,triagem eletrônica para casos de sepse em um hospital universitário.,6697.0,Projeto aprovado,JOSE MARIA CORREIA LIMA E SILVA,11/07/2023 08:17,11 Hr(s) 33 Min 1 Seg,Aguardando avaliação da GEP,Projeto aprovado
HU-UFPI,pseudocisto pancreático com comp´ressão de veia porta e veia cava: um relato de caso,6570.0,Aguardando aprovação do CEP,JOSE MARIA CORREIA LIMA E SILVA,02/10/2023 08:02,19 Hr(s) 1 Min 11 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,estudo de vida real: tratamento da doença de crohn com adalimumabe,6558.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,17/02/2023 14:14:52,1 Hr(s) 13 Min 23 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,estudo de vida real: tratamento de doença de crohn em pacientes bionaïves com infliximabe,6556.0,Aguardando aprovação do CEP,ANA LINA DE CARVALHO CUNHA SALES,17/02/2023 14:15:03,1 Hr(s) 13 Min 17 Seg,Carta de anuência assinada,Solicitado documento de aprovação do CEP
HU-UFPI,"comparação da taxa de suicídio em idosos no piauí entre os anos de 2016 e 2022, durante o período pré pandêmico, pandêmico e pós pandêmico.",7940.0,Projeto aprovado,CARLOS EDUARDO BATISTA DE LIMA,09/04/2023 16:56,29 Dia(s) 8 Hr(s) 30 Min 18 Seg,Aguardando autorização do setor responsável,Projeto aprovado
