HU,Título do Projeto,Classificação Institucional da Pesquisa,Projeto envolve seres humanos,Delineamento do Estudo,Tipo de Estudo,É estudo multicêntrico,É projeto com co-participação,Estado do projeto,Tempo decorrido entre status,Tempo decorrido entre status.1
HU-UFPI,ANÁLISE COMPARATIVA DA QUALIDADE DE VIDA GLOBAL ENTRE MULHERES SUBMETIDAS À HISTERECTOMIA E MIOMECTOMIA POR LEIOMIOMAS UTERINOS,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,37,61
HU-UFPI,ANALISE COMPARATIVA ENTRE A ADMNISTRAÇÃO DE DIMENIDRATO E ONDASETRONA NA PROFILAXIA DE NÁUSEAS E VÔMITOS PÓS-OPERATÓRIO EM PACIENTES SUBMETIDOS A COLECISTECTOMIA VIDEOLAPAROSCÓPICA,Pesquisa Acadêmica,Sim,Coorte,Experimental/Clínico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,ANÁLISE DA CONCORDÂNCIA ENTRE ACHADOS ANATOMOPATOLÓGICOS DE BIÓPSIA POR AGULHA GROSSA E EXCISÃO CIRÚRGICA DE LESÕES MAMÁRIAS,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,201,232
HU-UFPI,ANÁLISE DA INDICAÇÃO DE TRANSFUSÕES DE HEMÁCIAS EM UM HOSPITAL DA REDE PÚBLICA EM TERESINA-PI,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,ANÁLISE DA PERCEPÇÃO DE APOIO SOCIAL DE MULHERES COM FIBROMIALGIA ATENDIDAS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ,Pesquisa Acadêmica,Sim,Transversal,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,ANÁLISE DA REPRODUTIBILIDADE E CONCORD NCIA INTRA E INTEROBSERVADORES DOS CRITÉRIOS DE HERTEL PARA AVALIAÇÃO DO RISCO DE OSTEONECROSE NAS FRATURAS DA EXTREMIDADE PROXIMAL DO ÚMERO,Pesquisa Acadêmica,Sim,"Qualitativo, analítico, retrospectivo e de documen",Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,ANÁLISE DA SEGURANÇA HOSPITALAR NA PREVENÇÃO DE QUEDAS EM IDOSOS,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,64,112
HU-UFPI,ANÁLISE DE DIMENSÕES ANTROPOMÓRFICAS NÃO USUAIS EM PACIENTES COM SÍNDROME METABÓLICA DO SERVIÇO DE ENDOCRINOLOGIA EM HOSPITAL UNIVERSITÁRIO,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,321,363
HU-UFPI,Análise do abandono vacinal Covid 19 em Idosos no Estado Piauí,Pesquisa Acadêmica,Não,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,,10
HU-UFPI,ANÁLISE DOS PEDIDOS DE INTERCONSULTA DESTINADOS À OFTALMOLOGIA NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ,Pesquisa Acadêmica,Não,Transversal,Observacional/Epidemiológico,Não,Não,Em ajuste pelo pesquisador,,Pendente
HU-UFPI,ANÁLISES DAS INTERVENÇÕES FARMACÊUTICAS E SEU IMPACTO NA GESTÃO DE MEDICAMENTOS EM UM HOSPITAL UNIVERSITÁRIO,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,105,123
HU-UFPI,ANOMALIAS CORONARIANAS EM PACIENTES SUBMETIDOS A CATETERISMO CARDÍACO NO SETOR DE HEMODINÂMICA DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUI: PREVALÊNCIA E CARACTERÍSTICAS CLÍNICO-ANGIOGRÁFICAS.,Pesquisa Acadêmica,Sim,Coorte,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Ansiedade e Depressão em Pacientes com Doenças Inflamatórias Intestinais no Hospital Universitário da Universidade Federal do Piauí.,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,A percepção dos Residentes em Saúde sobre Cuidados Paliativos em um Hospital Universitário,Pesquisa Acadêmica,Sim,Estudo de campo e bibliográfico,Ciências Sociais e Humanas e Aplicadas em Saúde,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Aplicação da Escala de Sintomas de Edmonton (ESAS) em pacientes oncológicos de um Hospital Universitário,Melhoria no cuidado,Sim,Coorte,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,APLICAÇÃO DE ALGORITMOS DE APRENDIZADO DE MÁQUINA PARA FORECASTING DO COMPORTAMENTO DE INDICADORES MICROBIOLÓGICOS DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ (HU-UFPI),Desenvolvimento tecnológico,Sim,Modelagem e previsão de dados,Desenvolvimento/Avaliação,Não,Não,Projeto aprovado,93,144
HU-UFPI,A RELAÇÃO ENTRE A HIGIENE BUCAL E A PNEUMONIA ASSOCIADA A VENTILAÇÃO MECÂNICA: O CONHECIMENTO E A ATITUDE DA EQUIPE DE ENFERMAGEM,Pesquisa Acadêmica,Sim,Transversal,"Estudo descritivo, de caráter análitico.",Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,A RESIDÊNCIA MULTIPROFISSIONAL EM CUIDADOS INTENSIVOS DE UM HOSPITAL UNIVERSITÁRIO: PERCEPÇÃO DE RESIDENTES,Trabalho de Conclusão da Residência Multiprofissional,Sim,caráter descritiva-exploratório,Ciências Sociais e Humanas e Aplicadas em Saúde,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,ASSOCIAÇÃO DO USO DOS INIBIDORES DA ENZIMA CONVERSORA DE ANGIOTENSINA (IECA) OU DOS BLOQUEADORES DE ANGIOTENSINA II (BRA) NA FUNÇÃO RENAL DE PACIENTES PORTADORES DE DOENÇA RENAL CRÔNICA SUBMETIDOS A CINEANGIOCORONARIOGRAFIA,Pesquisa Acadêmica,Sim,Coorte,Observacional/Epidemiológico,Não,Não,Projeto aprovado,188,236
HU-UFPI,ASSOCIAÇÃO ENTRE A RESPOSTA INFLAMATÓRIA E O ESTADO NUTRICIONAL NO PROGNÓSTICO DE PACIENTES ONCOLÓGICOS EM UM HOSPITAL UNIVERSITÁRIO,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,78,104
HU-UFPI,ASSOCIAÇÃO ENTRE COMPLICAÇÕES INTRADIALÍTICAS E EVOLUÇÃO EM PACIENTES COM INJÚRIA RENAL AGUDA COM NECESSIDADE DE DIÁLISE INTERNADOS EM UM HOSPITAL TERCIÁRIO,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,177,213
HU-UFPI,AUTOMAÇÃO E VISUALIZAÇÃO DE DADOS PARA MONITORAMENTO DE MICRORGANISMOS HOSPITALARES,Desenvolvimento tecnológico,Sim,Desenvolvimento de tecnologia em análise de dados,Desenvolvimento/Avaliação,Não,Não,Projeto aprovado,14,20
HU-UFPI,Avaliação da Correlação entre Fadiga e Dor Crônica após em Pacientes com Lesão Medular Crônica decorrente de Traumatismo Raquimedular,Pesquisa Acadêmica,Não,Transversal,Observacional/Epidemiológico,Não,Não,Em cadastramento,,Pendente
HU-UFPI,AVALIAÇÃO DA EVOLUÇÃO DO STATUS PERFORMANCE DO PACIENTE ACOMPANHADO NO AMBULATÓRIO DE CUIDADOS PALIATIVOS DE UM HOSPITAL UNIVERSITÁRIO,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,3,73
HU-UFPI,AVALIAÇÃO DA QUALIDADE DE VIDA DE PACIENTES COM DOENÇAS INFLAMATÓRIAS INTESTINAIS EM UM HOSPITAL UNIVERSITÁRIO,Pesquisa Acadêmica,Sim,Transversal,Ciências Sociais e Humanas e Aplicadas em Saúde,Não,Não,Projeto aprovado,195,250
HU-UFPI,AVALIAÇÃO DA QUALIDADE DE VIDA EM PACIENTES COM CICATRIZES ATRÓFICAS PÓS ACNE VULGAR,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DA QUALIDADE DO SONO NOS PACIENTES PORTADORES DE FIBROMIALGIA ATENDIDOS EM UM HOSPITAL UNIVERSITÁRIO,Pesquisa Acadêmica,Sim,Transversal,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DA RESPOSTA AO TRATAMENTO DE PACIENTES COM NEFRITE LÚPICA EM PULSOTERAPIA COM CICLOFOSFAMIDA NO HOSPITAL UNIVERSITÁRIO DA UFPI ENTRE 2018 E 2023,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,64,90
HU-UFPI,AVALIAÇÃO DA SEDOANALGESIA PELO MONITORAMENTO DO ÍNDICE BISPECTRAL EM UMA UNIDADE DE TERAPIA INTENSIVA - COVID,Pesquisa Acadêmica,Sim,Transversal,Ciências Sociais e Humanas e Aplicadas em Saúde,Não,Não,Projeto aprovado,304,428
HU-UFPI,AVALIAÇÃO DA SEDOANALGESIA PELO MONITORAMENTO DO ÍNDICE BISPECTRAL EM UMA UNIDADE DE TERAPIA INTENSIVA - COVID,Desenvolvimento tecnológico,Sim,Transversal,Desenvolvimento/Avaliação,Não,Não,Aguardando assinatura da carta de anuência,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DAS INFECÇÕES RELACIONADAS A ASSISTÊNCIA À SAÚDE EM UNIDADE DE TERAPIA INTENSIVA ANTES E DURANTE A PANDEMIA POR COVID-19,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DAS METAS DE LDL-COLESTEROL EM PACIENTES SUBMETIDOS A REVASCULARIZAÇÃO MIOCÁRDICA PERCUTÂNEA OU CIRÚRGICA NO HOSPITAL UNIVERSITÁRIO DA UFPI,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DA TERAPIA À VÁCUO ENDOSCÓPICA EM PACIENTES DE UM HOSPITAL UNIVERSITÁRIO.,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DA TERAPIA À VÁCUO ENDOSCÓPICA EM PACIENTES DE UM HOSPITAL UNIVERSITÁRIO.,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Em ajuste pelo pesquisador,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DE NEFROPATIA ASSOCIADA A CONTRASTE EM PACIENTES SUBMETIDOS A CATETERISMO CARDÍACO NO HOSPITAL UNIVERSITÁRIO DO PIAUÍ,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DE SANGRAMENTO EM PACIENTES OPERADOS EM UM HOSPITAL UNIVERSITÁRIO POR LESÃO DO LIGAMENTO CRUZADO ANTERIOR COM E SEM O USO DE ÁCIDO TRANEXÂMICO,Pesquisa Acadêmica,Sim,"ENSAIO CLINICO RANDOMIZADO, PROSPECTIVO",ENSAIO CLINICO RANDOMIZADO,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DE SÍNDROME DE FRAGILIDADE EM IDOSOS ATENDIDOS NO AMBULATÓRIO DE CUIDADOS PALIATIVOS NO HOSPITAL UNIVERSITÁRIO DA UFPI,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,175,268
HU-UFPI,AVALIAÇÃO DE TRATAMENTO ENDOSCÓPICO COM LIGADURA ELÁSTICA DE VARIZES ESOFÁGICAS EM UM HOSPITAL DE REFERÊNCIA DE TERESINA,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,": AVALIAÇÃO DE UM PROTOCOLO DE SUPLEMENTAÇÃO COM VITAMINA E PARA PACIENTES COM CÂNCER DE MAMA EM TRATAMENTO QUIMIOTERÁPICO NO SUS: IMPACTOS, EFICIÊNCIA E APLICABILIDADE",Pesquisa Acadêmica,Sim,"experimental pareado, simples-cego.",Desenvolvimento/Avaliação,Não,Não,Aguardando assinatura da carta de anuência,Pendente,Pendente
HU-UFPI,"AVALIAÇÃO DE UM PROTOCOLO DE SUPLEMENTAÇÃO COM VITAMINA E PARA PACIENTES COM C NCER DE MAMA EM TRATAMENTO QUIMIOTERÁPICO NO SUS: IMPACTOS, EFICIÊNCIA E APLICABILIDADE",Pesquisa Acadêmica,Sim,"Experimental pareado, simples-cego.",Desenvolvimento/Avaliação,Não,Não,Em ajuste pelo pesquisador,Pendente,Pendente
HU-UFPI,AVALIAÇÃO DO CONHECIMENTO DOS MÉDICOS RESIDENTES E ACADÊMICOS DE MEDICINA SOBRE O ATENDIMENTO À PARADA CARDIORRESPIRATÓRIA EM UM HOSPITAL UNIVERSITÁRIO,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,28,49
HU-UFPI,AVALIAÇÃO DO RISCO DE APNEIA OBSTRUTIVA DO SONO EM PACIENTES AMBULATORIAIS DO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Avaliação do risco para desenvolvimento de diabetes mellitus tipo 2 em universitários,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,41,95
HU-UFPI,BANCO DE DADOS DAS CIRURGIAS DO APARELHO DIGESTIVO REALIZADAS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ,Pesquisa Acadêmica,Sim,Coorte,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,BANCO DE DADOS DAS NEUROCIRURGIAS REALIZADAS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ,Pesquisa Acadêmica,Não,Coorte,Observacional/Epidemiológico,Não,Não,Em cadastramento,,Pendente
HU-UFPI,BLOQUEIO PARAESTERNAL GUIADO POR US PARA CONTROLE DA DOR PERIOPERATÓRIA DURANTE ESTERNOTOMIA EM CIRURGIA CARDÍACA,Pesquisa Acadêmica,Sim,Caso-controle,Experimental/Clínico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,"CARACTERÍSTICAS CLÍNICAS, COINFECÇÃO E DESFECHO DE PACIENTES COM A COVID-19",Pesquisa Acadêmica,Sim,Caso-controle,Observacional/Epidemiológico,Não,Sim,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,CARACTERÍSTICAS CLÍNICAS E EPIDEMIOLÓGICAS DE PACIENTES SUBMETIDOS A TERAPIA DE ABLAÇÃO POR CATÉTER ATENDIDOS EM HOSPITAL TERCIÁRIO,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,CARACTERÍSTICAS CLÍNICAS E EPIDEMIOLÓGICAS DE PACIENTES SUBMETIDOS A TERAPIA DE ABLAÇÃO POR CATÉTER ATENDIDOS EM HOSPITAL TERCIÁRIO,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Em cadastramento,Pendente,Pendente
HU-UFPI,CARACTERIZAÇÃO DAS INFECÇÕES RELACIONADAS À SAÚDE NA UNIDADE DE TERAPIA INTENSIVA DE UM HOSPITAL UNIVERSITÁRIO NO PIAUÍ,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,CARDIOTOXICIDADE ASSOCIADA AO USO DE QUIMIOTERÁPICOS EM PACIENTES ONCOLÓGICOS ATENDIDOS EM HOSPITAL TERCIÁRIO,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,CCR,Pesquisa Acadêmica,Sim,,,,,Em cadastramento,Pendente,Pendente
HU-UFPI,"COMPARAÇÃO DA TAXA DE SUICÍDIO EM IDOSOS NO PIAUÍ ENTRE OS ANOS DE 2016 E 2022, DURANTE O PERÍODO PRÉ PANDÊMICO, PANDÊMICO E PÓS PANDÊMICO.",Pesquisa Acadêmica,Não,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,,120
HU-UFPI,COMPARAÇÃO DE ESCORES DE RISCO CARDIOVASCULAR EM CIRURGIA VASCULAR ARTERIAL,Pesquisa Acadêmica,Não,Transversal,Observacional/Epidemiológico,Não,Não,Em ajuste pelo pesquisador,,Pendente
HU-UFPI,COMPARAÇÃO DE ESCORES DE RISCO CARDIOVASCULAR EM CIRURGIA VASCULAR ARTERIAL,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,70,105
HU-UFPI,CONCORDÂNCIA ENTRE O DIAGNÓSTICO ENDOSCÓPICO E HISTOLÓGICO DA GASTRITE CRÔNICA ATRÓFICA EM UM HOSPITAL UNIVERSITÁRIO,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,CONHECIMENTO DA EQUIPE DE ENFERMAGEM SOBRE LESÃO POR PRESSÃO EM UNIDADE DE TERAPIA INTENSIVA,Pesquisa Acadêmica,Sim,Transversal,Estudo descritivo-exploratório,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,CONHECIMENTO DOS PROFISSIONAIS DE ENFERMAGEM SOBRE A PREVENÇÃO LESÕES POR PRESSÃO E INDICADORES DE QUALIDADE,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,125,163
HU-UFPI,CONSTRUÇÃO DE UM MANUAL EDUCATIVO DE CUIDADOS COM O PACIENTE DISFÁGICO NA UNIDADE DE TERAPIA INTENSIVA,Pesquisa Acadêmica,Sim,Transversal,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Construção de um sistema microcontrolado de baixo custo para transporte e conservação de vacina animal em localidades de difícil acesso.,Desenvolvimento tecnológico,Não,Caso-controle,Desenvolvimento/Avaliação,Não,Não,Em cadastramento,,Pendente
HU-UFPI,CONSULTA DE ENFERMAGEM PRÉ-OPERATÓRIA PARA PROCEDIMENTOS ELETIVOS HEMODINÂMICOS: avaliação das causas de cancelamento de cirurgias,Pesquisa Acadêmica,Sim,Descritivo retrospectivo,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,d,Desenvolvimento tecnológico,Não,,,,,Em cadastramento,,Pendente
HU-UFPI,dddddddddd,Pesquisa Acadêmica,Sim,,,,,Em cadastramento,Pendente,Pendente
HU-UFPI,Dermatofibrossarcoma Protuberans recidivante em topografia inguinal: Relato de Caso,Relato de caso,Sim,Estudo de caso,Observacional/Epidemiológico,Não,Não,Em cadastramento,Pendente,Pendente
HU-UFPI,Desafios para a certificação ambiental de um hospital universitário,Pesquisa Acadêmica,Não,Estudo de caso,Infraestrutura,Não,Não,Projeto aprovado,,65
HU-UFPI,DESENVOLVIMENTO DE DATASET E DE ALGORITMO PARA O RECONHECIMENTO DE FASCIES PARKINSONIANAS BASEADAS EM APRENDIZADO POR INTELIGÊNCIA ARTIFICIAL,Desenvolvimento tecnológico,Sim,Transversal,Desenvolvimento/Avaliação,Não,Sim,Projeto aprovado,116,139
HU-UFPI,DESENVOLVIMENTO DE PRODUTOS UTILIZANDO MATÉRIAS PRIMAS REGIONAIS E APROVEITAMENTO DE RESÍDUOS,Desenvolvimento tecnológico,Sim,Transversal,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Desenvolvimento de um Protótipo de Coleta de Dados para Diagnóstico em Ehealth (Ediagnostic) com IoT E Modelagem de uma API Para Telemedicina,Desenvolvimento tecnológico,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,DESFECHOS DE PACIENTES COM ESTOMIA SUBMETIDOS A RECONSTRUÇÃO DE TRÂNSITO INTESTINAL,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Sim,Sim,Projeto aprovado,128,176
HU-UFPI,Determinantes da Infertilidade entre casais inférteis em hospital de ensino,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,629,720
HU-UFPI,DIREITOS SOCIAIS E USUÁRIOS ONCOLÓGICOS EM UMA PERSPECTIVA DE ACESSO AO TRATAMENTO,Pesquisa Acadêmica,Sim,Caráter exploratório,Ciências Sociais e Humanas e Aplicadas em Saúde,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,"DOENÇA DE CHAGAS: PERFIL CLÍNICO E EPIDEMIOLÓGICO DAS INTERNAÇÕES EM TERESINA, PIAUÍ, BRASIL",Pesquisa Acadêmica,Não,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,,43
HU-UFPI,Doenças Inflamatórias Intestinais de início em idosos atendidos no Hospital Universitário da Universidade Federal do Piauí de 2013 a 2022.,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,37,57
HU-UFPI,DOENÇAS INTERSTICIAIS PULMONARES: PERFIL CLÍNICO E EPIDEMIOLÓGICO EM AMBULATÓRIO DE PNEUMOLOGIA,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Projeto aprovado,78,109
HU-UFPI,Educação permanente em saúde sob a ótica dos enfermeiros de um hospital universitário,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Efeitos de treinamento de habilidades socioafetivas no trabalho colaborativo em equipes interprofissionais de saúde.,Pesquisa Acadêmica,Sim,Experimental,Desenvolvimento/Avaliação,Sim,Sim,Projeto aprovado,86,218
HU-UFPI,Efeitos imediatos e em longo prazo da cirurgia ortognática uni ou bimaxilar na apneia obstrutiva do sono: revisão sistemática,Pesquisa Acadêmica,Não,Revisão Sistemática,Desenvolvimento/Avaliação,Não,Não,Projeto aprovado,,39
HU-UFPI,ELABORAÇÃO DE CARTILHA INFORMATIVA VISANDO A ACESSIBILIDADE EM PACIENTES COM DOENÇA INFLAMATÓRIA INTESTINAL NO HU-UFPI,Desenvolvimento tecnológico,Sim,ELEABORAÇÃO DE MATERIAL EDUCATIVO,ELABORAÇÃO DE MATERIAL EDUCATIVO,Não,Não,Projeto aprovado,147,161
HU-UFPI,Elaboração de infusão fermentada de ora-pro-nóbis (Pereskia aculeata Miller) saborizada com cajuína e farinha do resíduo da infusão.,Desenvolvimento tecnológico,Sim,Transversal,Desenvolvimento/Avaliação,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,ELABORAÇÃO E VALIDAÇÃO DE CARTILHA SOBRE O CATETER CENTRAL DE INSERÇÃO PERIFÉRICA PARA PROFISSIONAIS DE ENFERMAGEM,Desenvolvimento tecnológico,Sim,Transversal,METODOLÓGICO,Não,Não,Em cadastramento,Pendente,Pendente
HU-UFPI,ESTRATÉGIAS DE UTILIZAÇÃO DE ANTIMICROBIANOS EM SITUAÇÕES DE RESISTÊNCIA DOS MICROORGANISMOS,RELATO DE CASOS,Sim,Estudo de caso,"Descritivo, de caráter narrativo e reflexivo",Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,ESTUDO COMPARATIVO DA EVOLUÇÃO DO PERFIL NUTRICIONAL DE PACIENTES BARIÁTRICOS EM UM HOSPITAL UNIVERSITÁRIO,Pesquisa Acadêmica,Sim,"Observacional, descritivo, retroprospectivo",Desenvolvimento/Avaliação,Não,Não,Em cadastramento,Pendente,Pendente
HU-UFPI,ESTUDO COMPARATIVO DE TRATAMENTO INFUSIONAL PARA O CÂNCER DE ESTÔMAGO REALIZADO EM UM HOSPITAL DE TERESINA.,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Em ajuste pelo pesquisador,Pendente,Pendente
HU-UFPI,ESTUDO COMPARATVO DA EVOLUÇÃO DO PERFIL NUTRICIONAL DE PACIENTES BARIÁTRICOS EM UM HOSPITAL UNIVERSITÁRIO,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,ESTUDO DE PREDITORES PRECOCES DE CARDIOTOXICIDADE DECORRENTE DO TRATAMENTO DO CÂNCER DE MAMA,Pesquisa Acadêmica,Sim,Coorte,Observacional/Epidemiológico,Não,Sim,Projeto aprovado,148,171
HU-UFPI,Estudo de Vida Real: Tratamento da Doença de Crohn com Adalimumabe,Pesquisa Acadêmica,Sim,Observacional retrospectivo,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Estudo de vida real: tratamento da Retocolite Ulcerativa em pacientes bionaïves com Infliximabe.,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Estudo de Vida Real: Tratamento das Doenças Inflamatórias Intestinais com Vedolizumabe.,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Sim,Não,Aguardando autorização do setor responsável,Pendente,Pendente
HU-UFPI,ESTUDO DE VIDA REAL: TRATAMENTO DE DOENÇA DE CROHN EM PACIENTES BIONAÏVES COM INFLIXIMABE,Pesquisa Acadêmica,Sim,Estudo observacional retrospectivo,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,"ESTUDO MULTICÊNTRICO, DUPLO-CEGO, RANDOMIZADO, PLACEBO-CONTROLADO SOBRE O EFEITO DO CARVEDILOL NA PREVENÇÃO DA CARDIOTOXICIDADE RELACIONADA AO USO DE ANTRACICLINAS",Pesquisa Acadêmica,Sim,Coorte,Experimental/Clínico,Sim,Não,Aguardando aprovação do CEP,Pendente,Pendente
HU-UFPI,Falha de desmame ventilatorio e fatores associados em pacientes internados em uma unidade de terapia intensiva,Pesquisa Acadêmica,Sim,Transversal,Observacional/Epidemiológico,Não,Não,Aguardando aprovação do CEP,Pendente,Pendente
