Hospital Universitário (HU);Título do Projeto;Número do Projeto;Status do Projeto;Quem Fez;Quando Fez (Data/Hora);Duração;Status Onde Estava;Status O que Aconteceu
HU-UFPI;ENTRAVES À TERAPIA MEDICAMENTOSA EM AMBULATÓRIO DE SAÚDE MENTAL DO ESTADO DO PIAUÍ;4902;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;28/11/2022 14:38:35;1 Hr(s) 36 Min 54 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;AVALIAÇÃO DE MARGENS CIRÚRGICAS DE TUMORES DE PELE NÃO MELANOMA EM UM HOSPITAL UNIVERSITÁRIO;4924;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;11/03/2022 11:04;1 Dia(s) 22 Hr(s) 4 Min 6 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Perfil sociodemográfico dos indivíduos que cometeram suicídio no Piauí antes e no decorrer da pandemia por COVID-19, nos anos de 2011 a 2021;4927;Projeto aprovado;CARLOS EDUARDO BATISTA DE LIMA;22/09/2022 09:01:40;2 Dia(s) 17 Hr(s) 56 Min 52 Seg;Aguardando autorização do setor responsável;Projeto aprovado
HU-UFPI;CAPACIDADE FUNCIONAL DE MULHERES EM QUIMIOTERAPIA PALIATIVA POR NEOPLASIA MAMÁRIA EM HOSPITAL UNIVERSITÁRIO;4942;Em ajuste pelo pesquisador;ANA LINA DE CARVALHO CUNHA SALES;14/09/2022 10:23:26;16 Hr(s) 34 Min 33 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;AVALIAÇÃO DO ESCORE DE RESSONÂNCIA MAGNÉTICA O-RADS PARA ESTRATIFICAÇÃO DE RISCO DE LESÕES ANEXAIS SUSPEITAS PARA NEOPLASIA MALIGNA;4949;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;02/08/2024 08:21;11 Hr(s) 59 Min 17 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;CAPACIDADE FUNCIONAL DE MULHERES EM QUIMIOTERAPIA PALIATIVA POR NEOPLASIA MAMÁRIA EM HOSPITAL UNIVERSITÁRIO;4981;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;11/08/2022 11:19;21 Hr(s) 18 Min 47 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;O TRABALHO DO/A ASSISTENTE SOCIAL EM EQUIPE MULTIDISCIPLINAR DE CUIDADOS PALIATIVOS DE UM HOSPITAL UNIVERSITÁRIO, EM TERESINA – PI: UM ESTUDO SOB A ÓTICA DOS PROFISSIONAIS DE SERVIÇO SOCIAL;4988;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;17/10/2022 11:21:21;3 Dia(s) 21 Hr(s) 4 Min 41 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;CORRELAÇÃO RADIOLÓGICA E PATOLÓGICA DE LESÕES PULMONARES SUBMETIDAS A BIÓPSIA;4996;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;31/10/2022 11:20:21;3 Dia(s) 21 Hr(s) 11 Min 29 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;INJÚRIA RENAL AGUDA NO TRANS E PÓS-OPERATÓRIO DE CIRURGIA NASAL ENDOSCÓPICA FUNCIONAL E ESTÉTICA EM UM HOSPITAL UNIVERSITÁRIO;5022;Em ajuste pelo pesquisador;ANA LINA DE CARVALHO CUNHA SALES;22/09/2022 09:39:53;2 Dia(s) 9 Hr(s) 24 Min 56 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;AVALIAÇÃO DA IMPLANTAÇÃO DO HOSPITAL-DIA NO MANEJO CLÍNICO DE PACIENTES COM NEFRITE LÚPICA EM PULSOTERAPIA NO HOSPITAL UNIVERSITÁRIO DA UFPI;5044;Projeto inativo;Administrador do Sistema;21/09/2022 13:51:25;;Em cadastramento;Projeto inativo
HU-UFPI;AVALIAÇÃO DA IMPLANTAÇÃO DO HOSPITAL-DIA NO MANEJO CLÍNICO DE PACIENTES COM NEFRITE LÚPICA EM PULSOTERAPIA NO HOSPITAL UNIVERSITÁRIO DA UFPI;5045;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;23/11/2022 14:32:24;30 Min 42 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;PREVALÊNCIA DE CEFALEIA EM PACIENTES PORTADORES DE FIBROMIALGIA ATENDIDOS EM UM HOSPITAL UNIVERSITÁRIO;5046;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;11/03/2022 11:04;1 Dia(s) 22 Hr(s) 3 Min 32 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;PERFIL LIPÍDICO E RISCO CARDIOVASCULAR DE PACIENTES COM NEFRITE LÚPICA EM UM HOSPITAL UNIVERSITÁRIO DO PIAUÍ;5047;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;31/10/2022 11:19:49;3 Dia(s) 21 Hr(s) 10 Min 57 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Registro Cardiovascular de Fibrilação Atrial na América Latina (LACROSS);5064;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;03/03/2023 10:38;21 Hr(s) 26 Min 52 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;AVALIAÇÃO DOS FATORES DE RISCO PARA COMPLICAÇÕES PÓS-OPERATÓRIAS EM PACIENTES COM DOENÇA DE CROHN SUBMETIDOS A CIRURGIA ABDOMINAL EM UM HOSPITAL UNIVERSITÁRIO DO PIAUÍ;5095;Projeto inativo;ANA LINA DE CARVALHO CUNHA SALES;17/10/2022 11:30:05;1 Min 58 Seg;Em ajuste pelo pesquisador;Projeto inativo
HU-UFPI;ANÁLISE DA INDICAÇÃO DE TRANSFUSÕES DE HEMÁCIAS EM UM HOSPITAL DA REDE PÚBLICA EM TERESINA-PI;5116;Em ajuste pelo pesquisador;ANA LINA DE CARVALHO CUNHA SALES;28/09/2022 09:57:06;15 Hr(s) 29 Min 21 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;INJÚRIA RENAL AGUDA NO TRANS E PÓS-OPERATÓRIO DE CIRURGIA NASAL ENDOSCÓPICA FUNCIONAL E ESTÉTICA EM UM HOSPITAL UNIVERSITÁRIO;5126;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;31/10/2022 11:20:02;3 Dia(s) 21 Hr(s) 11 Min 9 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;EFEITOS DA LASERTERAPIA NO CONTROLE DA RADIODERMATITE;5148;Em ajuste pelo pesquisador;ANA LINA DE CARVALHO CUNHA SALES;10/10/2022 13:37;4 Dia(s) 19 Hr(s) 29 Min 33 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;SOFRIMENTO MENTAL ENTRE PROFISSIONAIS DA SAÚDE NO COMBATE A PANDEMIA DA COVID-19: PREVALÊNCIA E ESTRATÉGIAS EDUCATIVAS;5183;Em ajuste pelo pesquisador;ANA LINA DE CARVALHO CUNHA SALES;10/05/2022 15:05;5 Hr(s) 2 Min 39 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;Papel da navegação guiada pelo O-arm na ocorrência de mal posicionamento de parafuso pedicular em cirurgias de artrodese de coluna realizadas em hospital universitário: estudo randomizado e controlado.;5189;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;03/03/2023 10:39;21 Hr(s) 29 Min 17 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;PERFIL EPIDEMIOLÓGICO E CLÍNICO DOS PACIENTE COM TRANSTORNO BIPOLAR ATENDIDOS EM UM AMBULATÓRIO DE SAÚDE MENTAL;5248;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;28/11/2022 14:38:48;1 Min 31 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;ANÁLISE DA INDICAÇÃO DE TRANSFUSÕES DE HEMÁCIAS EM UM HOSPITAL DA REDE PÚBLICA EM TERESINA-PI;5259;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;01/03/2023 16:54;5 Hr(s) 53 Min 11 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;AVALIAÇÃO DOS FATORES DE RISCO PARA COMPLICAÇÕES PÓS-OPERATÓRIAS EM PACIENTES COM DOENÇA DE CROHN SUBMETIDOS A CIRURGIA ABDOMINAL EM UM HOSPITAL UNIVERSITÁRIO DO PIAUÍ;5315;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;12/12/2022 08:33;2 Dia(s) 21 Hr(s) 32 Min 31 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;ANÁLISE DA SOBREVIDA DE PACIENTES SUBMETIDOS À CIRURGIA DE HEPATECTOMIA EM UM HOSPITAL UNIVERSITÁRIO DO PIAUÍ;5348;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;23/11/2022 14:27:30;1 Hr(s) 25 Min 33 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Influência das características clínico-epidemiológicas e de marcadores bioquímicos séricos no desfecho das cirurgias para tratamento do Traumatismo Raquimedular (TRM);5387;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;25/11/2022 11:03:36;22 Hr(s) 2 Min 7 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;CARACTERÍSTICAS CLÍNICAS, COINFECÇÃO E DESFECHO DE PACIENTES COM A COVID-19;5399;Em ajuste pelo pesquisador;ANA LINA DE CARVALHO CUNHA SALES;27/10/2022 08:58:49;5 Dia(s) 9 Hr(s) 37 Min 9 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;"Estudo Randomizado, Duplo-cego, Controlado por Placebo, de Grupos Paralelos, Multicêntrico para Avaliar a Eficácia e a Segurança da Terapia de Indução Subcutânea com Guselcumabe em Participantes com Doença de Crohn Moderada a Severamente Ativa; CNTO1959CRD3004";5421;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;11/11/2022 10:42;19 Hr(s) 43 Min 38 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;CARACTERÍSTICAS CLÍNICAS, COINFECÇÃO E DESFECHO DE PACIENTES COM A COVID-19;5556;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;01/03/2023 16:53;5 Hr(s) 51 Min 42 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;ÍNDICE DE ADIPOSIDADE VISCERAL EM MULHERES COM CÂNCER DE MAMA PÓS-QUIMIOTERAPIA;5570;Em ajuste pelo pesquisador;ANA LINA DE CARVALHO CUNHA SALES;22/11/2022 07:57:59;10 Hr(s) 54 Min 24 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;Ultrassonografia POINT OF CARE em UTI: uso da ferramenta, obstáculos e desafios em Hospitais de Teresina – PI.;5573;Em cadastramento;;;;;
HU-UFPI;USO DE UM CHECKLIST DE PREVENÇÃO DE PNEUMONIA ASSOCIADA À VENTILAÇÃO MECÂNICA – AVALIAÇÃO DAS MEDIDAS PREVENTIVAS EM UMA UNIDADE DE TERAPIA INTENSIVA;5614;Em ajuste pelo pesquisador;JOSE MARIA CORREIA LIMA E SILVA;11/11/2022 10:47;12 Hr(s) 34 Min 15 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;ANÁLISE DA SOBREVIDA DE PACIENTES SUBMETIDOS À CIRURGIA DE WHIPPLE EM HOSPITAL UNIVERSITÁRIO DO PIAUÍ;5642;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;22/12/2022 13:12:38;1 Hr(s) 4 Min 26 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;ESTUDO DE PREDITORES PRECOCES DE CARDIOTOXICIDADE DECORRENTE DO TRATAMENTO DO CÂNCER DE MAMA;5660;Em ajuste pelo pesquisador;JOSE MARIA CORREIA LIMA E SILVA;21/11/2022 10:11:49;3 Dia(s) 10 Hr(s) 42 Min 50 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;COLANGITE ESCLEROSANTE PRIMÁRIA EM PACIENTES COM DOENÇAS INFLAMATÓRIAS INTESTINAIS NO HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DO PIAUÍ;5675;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;22/12/2022 13:12:04;1 Hr(s) 3 Min 53 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;PERFIL CLÍNICO E EPIDEMIOLÓGICO DOS PACIENTES SUBMETIDOS A CIRURGIA BARIÁTRICA NO HOSPITAL UNIVERSITÁRIO DA UFPI DURANTE O PRIMEIRO ANO DE FUNCIONAMENTO DO SERVIÇO;5724;Projeto inativo;ANA LINA DE CARVALHO CUNHA SALES;22/11/2022 07:50:31;40 Seg;Em ajuste pelo pesquisador;Projeto inativo
HU-UFPI;PERFIL CLÍNICO E EPIDEMIOLÓGICO DOS PACIENTES PORTADORES DE DIABETES INSÍPIDUS ASSISTIDOS PELA FARMÁCIA DE MEDICAMENTOS EXCEPCIONAIS DO ESTADO DO PIAUÍ;5744;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;17/01/2023 14:11:49;11 Min 6 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;ESTUDO DE PREDITORES PRECOCES DE CARDIOTOXICIDADE DECORRENTE DO TRATAMENTO DO CÂNCER DE MAMA;5747;Em cadastramento;;;;;
HU-UFPI;CARACTERIZAÇÃO EPIDEMIOLÓGICA DE ISOLADOS CLÍNICOS BACTERIANOS PRODUTORES DE CARBAPENEMASES EM PACIENTES INTERNADOS EM UM HOSPITAL DE ALTA COMPLEXIDADE;5756;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;01/03/2023 16:53;5 Hr(s) 52 Min 29 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;PERFIL CLÍNICO E EPIDEMIOLÓGICO DOS PACIENTES SUBMETIDOS A CIRURGIA BARIÁTRICA NO HOSPITAL UNIVERSITÁRIO DA UFPI DURANTE O PRIMEIRO ANO DE FUNCIONAMENTO DO SERVIÇO;5760;Projeto aprovado;DANIELLE PEREIRA DOURADO;21/09/2023 10:00:23;1 Dia(s) 9 Hr(s) 56 Min 20 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;PERFIL MICROBIOLÓGICO E RESISTÊNCIA A ANTIMICROBIANOS EM UNIDADE DE TERAPIA INTENSIVA DE HOSPITAL TERCIÁRIO;5819;Em cadastramento;;;;;
HU-UFPI;Impacto da implementação de protocolo nutricional que mimetiza o jejum no paciente com câncer de mama atendido pelo SUS: uma proposta sobre a redução dos efeitos colaterais, qualidade de vida, progressão, metástase e sensibilização tumoral.;5833;Em ajuste para autorização do setor responsável;ALICE TACIANA ALVES FERREIRA BEZERRA;16/09/2025 18:51:12;1 Dia(s) 2 Hr(s) 57 Min 11 Seg;Aguardando autorização do setor responsável;Solicitado ajustes
HU-UFPI;Automação e visualização de dados sobre o consumo de medicamentos no HU-PI;5837;Em cadastramento;;;;;
HU-UFPI;ESTUDO DE PREDITORES PRECOCES DE CARDIOTOXICIDADE DECORRENTE DO TRATAMENTO DO CÂNCER DE MAMA;5845;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;19/05/2023 10:46:01;17 Hr(s) 35 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Índice de adiposidade visceral e produto de acumulação lipídica em mulheres com câncer de mama pós-quimioterapia.;5895;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;31/01/2024 08:42:12;17 Hr(s) 7 Min 28 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Desafios para a certificação ambiental de um hospital universitário;5923;Projeto aprovado;CARLOS EDUARDO BATISTA DE LIMA;02/09/2023 12:11;15 Dia(s) 13 Hr(s) 34 Min 19 Seg;Aguardando autorização do setor responsável;Projeto aprovado
HU-UFPI;AVALIAÇÃO DO RISCO PARA DESENVOLVIMENTO DE DIABETES MELLITUS TIPO 2 EM UNIVERSITÁRIOS;5937;Projeto inativo;DANIELLE PEREIRA DOURADO;29/09/2023 09:39:22;21 Dia(s) 16 Hr(s) 56 Min 25 Seg;Em ajuste pelo pesquisador;Projeto inativo
HU-UFPI;TERAPIA RENAL HEMODIALÍTICA EM PACIENTES CRÍTICOS: Conhecimento dos enfermeiros em um hospital universitário;5983;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;22/12/2022 13:12:28;1 Hr(s) 4 Min 15 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;ESTUDO DE VIDA REAL: TRATAMENTO DAS DOENÇAS INFLAMATÓRIAS INTESTINAIS COM VEDOLIZUMABE;6054;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;22/12/2022 13:11:54;1 Hr(s) 3 Min 43 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;IMPACTO BGN – Avaliação do tempo de antibioticoterapia para o tratamento das infecções por bacilos Gram negativos multirresistentes: Plataforma de Projetos de Apoio ao Plano de Ação Nacional de Prevenção e Controle da Resistência aos Antimicrobianos.;6059;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;26/01/2023 08:07:47;1 Dia(s) 19 Hr(s) 6 Min 8 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;PROPOSTA DE USO DA CALCULADORA CALCVAN PARA DOSAGEM DE VANCOMICINA EM PACIENTES DA UTI DE UM HOSPITAL UNIVERSITÁRIO;6068;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;30/06/2023 10:08:28;21 Hr(s) 45 Min 6 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;ASSOCIAÇÃO ENTRE A RESPOSTA INFLAMATÓRIA E O ESTADO NUTRICIONAL NO PROGNÓSTICO DE PACIENTES ONCOLÓGICOS EM UM HOSPITAL UNIVERSITÁRIO;6089;Projeto aprovado;ANA LINA DE CARVALHO CUNHA SALES;04/05/2023 13:33;3 Min 4 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;MODELO DE PRESCRIÇÃO MÉDICA PARA TERAPIA EMPÍRICA ANTIMICROBIANA;6162;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;17/02/2023 14:14:41;1 Hr(s) 12 Min 54 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;AVALIAÇÃO DO CONHECIMENTO DOS MÉDICOS RESIDENTES E ACADÊMICOS DE MEDICINA SOBRE O ATENDIMENTO À PARADA CARDIORRESPIRATÓRIA EM UM HOSPITAL UNIVERSITÁRIO;6167;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;23/02/2023 10:06:26;6 Dia(s) 11 Hr(s) 25 Min 17 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;INJÚRIA RENAL AGUDA APÓS CIRURGIA DE REVASCULARIZAÇÃO MIOCÁRDICA: Impacto da idade e da doença renal crônica na incidência, no tempo de internação em UTI e na mortalidade.;6249;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;26/01/2023 08:08:27;1 Dia(s) 19 Hr(s) 6 Min 49 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;ELABORAÇÃO DE CARTILHA INFORMATIVA VISANDO A ACESSIBILIDADE EM PACIENTES COM DOENÇA INFLAMATÓRIA INTESTINAL NO HU-UFPI;6290;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;22/06/2023 11:25:12;1 Dia(s) 16 Hr(s) 58 Min 14 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;ANÁLISE DA MICROBIOTA ENTÉRICA E PERFIL DE RESISTÊNCIA DE BACTÉRIAS ISOLADAS DE SWABS RETAIS DE GAMBÁS-DE-ORELHA-BRANCA (Didelphis albiventris) NO MUNICÍPIO DE BOM JESUS, PIAUÍ;6397;Projeto inativo;CARLOS EDUARDO BATISTA DE LIMA;10/08/2024 10:56;11 Dia(s) 14 Hr(s) 32 Min 36 Seg;Em ajuste para autorização do setor responsável;Projeto inativo
HU-UFPI;DESENVOLVIMENTO DE DATASET E DE ALGORITMO PARA O RECONHECIMENTO DE FASCIES PARKINSONIANAS BASEADAS EM APRENDIZADO POR INTELIGÊNCIA ARTIFICIAL;6410;Projeto aprovado;DANIELLE PEREIRA DOURADO;06/06/2023 10:55;5 Dia(s) 18 Hr(s) 1 Min 12 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Construção de um sistema microcontrolado de baixo custo para transporte e conservação de vacina animal em localidades de difícil acesso.;6412;Em cadastramento;;;;;
HU-UFPI;Automação e monitoramento remoto de consultas e execuções de projetos de pesquisa: Gestão de dados em nuvem;6422;Em cadastramento;;;;;
HU-UFPI;AUTOMAÇÃO E VISUALIZAÇÃO DE DADOS PARA MONITORAMENTO DE MICRORGANISMOS HOSPITALARES;6426;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;02/09/2023 10:05;1 Hr(s) 30 Min 55 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;PROPOSTA DE USO DA CALCULADORA CALCVAN PARA DOSAGEM DE VANCOMICINA EM PACIENTES DA UTI DE UM HOSPITAL UNIVERSITÁRIO;6433;Aguardando assinatura da carta de anuência;ANA LINA DE CARVALHO CUNHA SALES;26/01/2023 09:32:48;5 Dia(s) 23 Hr(s) 21 Min 15 Seg;Aguardando autorização do setor responsável;Emissão da carta de anuência
HU-UFPI;Estudo de vida real: tratamento da Retocolite Ulcerativa em pacientes bionaïves com Infliximabe.;6435;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;17/02/2023 14:15:14;1 Hr(s) 13 Min 46 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;DESENVOLVIMENTO DE PRODUTOS UTILIZANDO MATÉRIAS PRIMAS REGIONAIS E APROVEITAMENTO DE RESÍDUOS;6479;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;16/05/2023 08:17:44;19 Hr(s) 59 Min 29 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;AVALIAÇÃO DA SEDOANALGESIA PELO MONITORAMENTO DO ÍNDICE BISPECTRAL EM UMA UNIDADE DE TERAPIA INTENSIVA - COVID;6491;Aguardando assinatura da carta de anuência;ANA LINA DE CARVALHO CUNHA SALES;26/01/2023 09:31:58;1 Dia(s) 12 Hr(s) 53 Min 23 Seg;Aguardando autorização do setor responsável;Emissão da carta de anuência
HU-UFPI;UTILIZAÇÃO DE MACHINE LEARNING COMO MÉTODO DE ANÁLISE DA HIPERVOLEMIA PARA PREDIÇÃO DA MORTALIDADE EM PACIENTES PÓS- CIRÚRGICOS CARDÍACOS DO HU-UFPI;6499;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;30/11/2023 08:22:58;19 Hr(s) 52 Min 32 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;Processo de verificação de vulnerabilidade emocional do paciente (PVEMP).;6529;Em cadastramento;;;;;
HU-UFPI;LEAN OFFICE EM AMBIENTE HOSPITALAR UNIVERSITÁRIO;6534;Aguardando autorização do setor responsável;;24/03/2023 12:08:02;2 Hr(s) 29 Min 23 Seg;Em ajuste para autorização do setor responsável;Devolvido para solicitação de autorização do setor responsável
HU-UFPI;d;6535;Em cadastramento;;;;;
HU-UFPI;AVALIAÇÃO DE QUALIDADE DE VIDA DE PACIENTES COM INSUFICIÊNCIA CARDÍACA ATRAVÉS DE INTELIGÊNCIA ARTIFICAL E SEGUIMENTO REMOTO: ESTUDO RANDOMIZADO E CONTROLADO;6537;Projeto inativo;JOSE MARIA CORREIA LIMA E SILVA;01/09/2025 10:58;3 Dia(s) 1 Hr(s) 13 Min 29 Seg;Aguardando autorização do setor responsável;Projeto inativo
HU-UFPI;ANÁLISE DA MICROBIOTA ENTÉRICA E PERFIL DE RESISTÊNCIA DE BACTÉRIAS ISOLADAS DE SWABS RETAIS DE GAMBÁS-DE-ORELHABRANCA (Didelphis albiventris) NO MUNICÍPIO DE BOM JESUS, PIAUÍ.;6538;Projeto inativo;CARLOS EDUARDO BATISTA DE LIMA;10/08/2024 10:58;;Em cadastramento;Projeto inativo
HU-UFPI;PERFIL NUTRICIONAL DE PACIENTES ACOMETIDOS POR LESÃO POR PRESSÃO EM UM HOSPITAL UNIVERSITÁRIO NO NORDESTE DO BRASIL;6541;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;02/10/2023 08:02;19 Hr(s) 44 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;ESTUDO DE VIDA REAL: TRATAMENTO DE DOENÇA DE CROHN EM PACIENTES BIONAÏVES COM INFLIXIMABE;6556;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;17/02/2023 14:15:03;1 Hr(s) 13 Min 17 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Estudo de Vida Real: Tratamento da Doença de Crohn com Adalimumabe;6558;Aguardando aprovação do CEP;ANA LINA DE CARVALHO CUNHA SALES;17/02/2023 14:14:52;1 Hr(s) 13 Min 23 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;PSEUDOCISTO PANCREÁTICO COM COMP´RESSÃO DE VEIA PORTA E VEIA CAVA: UM RELATO DE CASO;6570;Aguardando aprovação do CEP;JOSE MARIA CORREIA LIMA E SILVA;02/10/2023 08:02;19 Hr(s) 1 Min 11 Seg;Carta de anuência assinada;Solicitado documento de aprovação do CEP
HU-UFPI;Triagem eletrônica para casos de sepse em um hospital universitário.;6697;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;11/07/2023 08:17;11 Hr(s) 33 Min 1 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;INCIDÊNCIA DE LESÃO POR PRESSÃO: ANÁLISE DA EXISTÊNCIA DE SUBNOTIFICAÇÃO;6704;Em ajuste pelo pesquisador;JOSE MARIA CORREIA LIMA E SILVA;02/07/2023 10:59;2 Hr(s) 29 Min 51 Seg;Em análise pela GEP;Solicitado ajustes
HU-UFPI;PRECEPTORIA EM SERVIÇO SOCIAL: UM ESTUDO NOS HOSPITAIS UNIVERSITÁRIOS DA REGIÃO NORDESTE GERIDOS PELA EMPRESA BRASILEIRA DE SERVIÇOS HOSPITALARES – EBSERH;6715;Projeto aprovado;DANIELLE PEREIRA DOURADO;06/06/2023 10:56;16 Hr(s) 15 Min 58 Seg;Aguardando avaliação da GEP;Projeto aprovado
HU-UFPI;INCIDÊNCIA DE LESÃO POR PRESSÃO: ANÁLISE DA EXISTÊNCIA DE SUBNOTIFICAÇÃO;6782;Projeto aprovado;JOSE MARIA CORREIA LIMA E SILVA;20/03/2024 09:38:34;47 Min 27 Seg;Aguardando avaliação da GEP;Projeto aprovado
