hu;titulo do projeto;classificacao institucional da pesquisa;projeto envolve seres humanos;delineamento do estudo;tipo de estudo;e estudo multicentrico;e projeto com co participacao;estado do projeto;tempo decorrido entre status 1;tempo decorrido entre status 2
HU-UFPI;tecnologia educacional sobre a participação ativa do paciente no cuidado seguro: construção e validação;Desenvolvimento tecnológico;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;sofrimento mental entre profissionais da saúde no combate a pandemia da covid-19: prevalência e estratégias educativas;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;sofrimento mental em pacientes oncológicos paliativos tratados no hospital universitário hu-ufpi e seus cuidadores;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;sazonalidade da fadiga na doença de parkinson em local de alta temperatura;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;saúde mental dos médicos residentes do hospital universitário da universidade federal do piauí (hu-ufpi);Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;repercussões psicológicas em pacientes acometidos por traumatismo raquimedular internados em uma uti geral;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;análise da percepção de apoio social de mulheres com fibromialgia atendidas no hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;análise da concordância entre achados anatomopatológicos de biópsia por agulha grossa e excisão cirúrgica de lesões mamárias;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;201;232
HU-UFPI;analise comparativa entre a admnistração de dimenidrato e ondasetrona na profilaxia de náuseas e vômitos pós-operatório em pacientes submetidos a colecistectomia videolaparoscópica;Pesquisa Acadêmica;True;Coorte;Experimental/Clínico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;análise comparativa da qualidade de vida global entre mulheres submetidas à histerectomia e miomectomia por leiomiomas uterinos;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;37;61
HU-UFPI;análise clínica e epidemiológica dos pacientes com c ncer de pele atendidos no hospital universitário da universidade federal do piauí hu-ufpi no período de 2014 a 2022.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;adesão à terapia nutricional oral em hospital universitário do piaui.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;a compreensão de familiares/cuidadores sobre cuidados paliativos e acolhimento familiar no serviço hospitalar do hu-ufpi;Pesquisa Acadêmica;True;Caráter Exploratório;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Projeto aprovado;187;226
HU-UFPI;acne da mulher adulta entre servidoras de um hospital terciário de teresina- piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;absenteísmo de trabalhadores de enfermagem em um hospital universitário brasileiro;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;496;522
HU-UFPI;a;Desenvolvimento tecnológico;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;1;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;vida profissional pós residência em saúde: perfil de egressos da residência multiprofissional assistência em cuidados intensivos do hu/ufpi;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;perfil de mulheres negras autodentificadas submetidas à cirurgia por leiomiomas;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;perfil de análise do exame do líquor de pacientes internados em enfermaria de neurologia do hospital universitário da universidade federal do piauí (hu-ufpi);Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;617;635
HU-UFPI;perfil clínico-epidemiológico dos pacientes submetidos a espirometria laudada como sugestão de distúrbio ventilatório restritivo;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;perfil clínico e epidemiológico de pacientes com câncer de cabeça e pescoço em um hospital universitário sob a perspectiva fonoaudiológica;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;perfil clinico e epidemiologico de intercorrências clinicas e oncologicas em sala de quimioterapia de um hospital universitário;Pesquisa Acadêmica;True;Observacional avaliação;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;associação entre complicações intradialíticas e evolução em pacientes com injúria renal aguda com necessidade de diálise internados em um hospital terciário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;177;213
HU-UFPI;associação entre a resposta inflamatória e o estado nutricional no prognóstico de pacientes oncológicos em um hospital universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;78;104
HU-UFPI;associação do uso dos inibidores da enzima conversora de angiotensina (ieca) ou dos bloqueadores de angiotensina ii (bra) na função renal de pacientes portadores de doença renal crônica submetidos a cineangiocoronariografia;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Projeto aprovado;188;236
HU-UFPI;a residência multiprofissional em cuidados intensivos de um hospital universitário: percepção de residentes;Trabalho de Conclusão da Residência Multiprofissional;True;caráter descritiva-exploratório;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;a relação entre a higiene bucal e a pneumonia associada a ventilação mecânica: o conhecimento e a atitude da equipe de enfermagem;Pesquisa Acadêmica;True;Transversal;Estudo descritivo, de caráter análitico.;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;aplicação de algoritmos de aprendizado de máquina para forecasting do comportamento de indicadores microbiológicos do hospital universitário da universidade federal do piauí (hu-ufpi);Desenvolvimento tecnológico;True;Modelagem e previsão de dados;Desenvolvimento/Avaliação;False;False;Projeto aprovado;93;144
HU-UFPI;aplicação da escala de sintomas de edmonton (esas) em pacientes oncológicos de um hospital universitário;Melhoria no cuidado;True;Coorte;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;a percepção dos residentes em saúde sobre cuidados paliativos em um hospital universitário;Pesquisa Acadêmica;True;Estudo de campo e bibliográfico;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;ansiedade e depressão em pacientes com doenças inflamatórias intestinais no hospital universitário da universidade federal do piauí.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;anomalias coronarianas em pacientes submetidos a cateterismo cardíaco no setor de hemodinâmica do hospital universitário da universidade federal do piaui: prevalência e características clínico-angiográficas.;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;análises das intervenções farmacêuticas e seu impacto na gestão de medicamentos em um hospital universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;105;123
HU-UFPI;análise de dimensões antropomórficas não usuais em pacientes com síndrome metabólica do serviço de endocrinologia em hospital universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;321;363
HU-UFPI;análise da segurança hospitalar na prevenção de quedas em idosos;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;64;112
HU-UFPI;análise da reprodutibilidade e concord ncia intra e interobservadores dos critérios de hertel para avaliação do risco de osteonecrose nas fraturas da extremidade proximal do úmero;Pesquisa Acadêmica;True;Qualitativo, analítico, retrospectivo e de documen;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação de sangramento em pacientes operados em um hospital universitário por lesão do ligamento cruzado anterior com e sem o uso de ácido tranexâmico;Pesquisa Acadêmica;True;ENSAIO CLINICO RANDOMIZADO, PROSPECTIVO;ENSAIO CLINICO RANDOMIZADO;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação de nefropatia associada a contraste em pacientes submetidos a cateterismo cardíaco no hospital universitário do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação da terapia à vácuo endoscópica em pacientes de um hospital universitário.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;avaliação das metas de ldl-colesterol em pacientes submetidos a revascularização miocárdica percutânea ou cirúrgica no hospital universitário da ufpi;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação das infecções relacionadas a assistência à saúde em unidade de terapia intensiva antes e durante a pandemia por covid-19;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação da sedoanalgesia pelo monitoramento do índice bispectral em uma unidade de terapia intensiva - covid;Desenvolvimento tecnológico;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando assinatura da carta de anuência;Pendente;Pendente
HU-UFPI;avaliação da resposta ao tratamento de pacientes com nefrite lúpica em pulsoterapia com ciclofosfamida no hospital universitário da ufpi entre 2018 e 2023;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;64;90
HU-UFPI;avaliação da qualidade do sono nos pacientes portadores de fibromialgia atendidos em um hospital universitário;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação da qualidade de vida em pacientes com cicatrizes atróficas pós acne vulgar;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação da qualidade de vida de pacientes com doenças inflamatórias intestinais em um hospital universitário;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Projeto aprovado;195;250
HU-UFPI;avaliação da evolução do status performance do paciente acompanhado no ambulatório de cuidados paliativos de um hospital universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;3;73
HU-UFPI;automação e visualização de dados para monitoramento de microrganismos hospitalares;Desenvolvimento tecnológico;True;Desenvolvimento de tecnologia em análise de dados;Desenvolvimento/Avaliação;False;False;Projeto aprovado;14;20
HU-UFPI;cardiotoxicidade associada ao uso de quimioterápicos em pacientes oncológicos atendidos em hospital terciário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;caracterização das infecções relacionadas à saúde na unidade de terapia intensiva de um hospital universitário no piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;características clínicas e epidemiológicas de pacientes submetidos a terapia de ablação por catéter atendidos em hospital terciário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;bloqueio paraesternal guiado por us para controle da dor perioperatória durante esternotomia em cirurgia cardíaca;Pesquisa Acadêmica;True;Caso-controle;Experimental/Clínico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;banco de dados das cirurgias do aparelho digestivo realizadas no hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação do risco para desenvolvimento de diabetes mellitus tipo 2 em universitários;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto inativo;Pendente;Pendente
HU-UFPI;avaliação do risco de apneia obstrutiva do sono em pacientes ambulatoriais do hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;avaliação do conhecimento dos médicos residentes e acadêmicos de medicina sobre o atendimento à parada cardiorrespiratória em um hospital universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;28;49
HU-UFPI;avaliação de um protocolo de suplementação com vitamina e para pacientes com c ncer de mama em tratamento quimioterápico no sus: impactos, eficiência e aplicabilidade;Pesquisa Acadêmica;True;Experimental pareado, simples-cego.;Desenvolvimento/Avaliação;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;: avaliação de um protocolo de suplementação com vitamina e para pacientes com câncer de mama em tratamento quimioterápico no sus: impactos, eficiência e aplicabilidade;Pesquisa Acadêmica;True;experimental pareado, simples-cego.;Desenvolvimento/Avaliação;False;False;Aguardando assinatura da carta de anuência;Pendente;Pendente
HU-UFPI;avaliação de tratamento endoscópico com ligadura elástica de varizes esofágicas em um hospital de referência de teresina;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;percepções da equipe multiprofissional de um hospital universitário sobre o projeto terapêutico singular;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Projeto aprovado;540;568
HU-UFPI;percepção e cuidados da saúde mental de pacientes com obesidade: desenvolvimento de aplicativo para celular;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Projeto aprovado;191;340
HU-UFPI;percepção da qualidade de vida dos pacientes submetidos à cirurgia bariátrica em um hospital de ensino;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;182;225
HU-UFPI;pazvirtual:desenvolvimento e validação de realidade virtual imersiva para redução de ansiedade perioperatória;Desenvolvimento tecnológico;True;Estudo de caso;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;osteotomia sagital do ramo mandibular na remoção de “kissing” molars”: relato de caso;Relato de Caso;True;Estudo de caso;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;olhar para a paliação: desenvolvimento de material educativo para cuidadores de pacientes em cuidados paliativos em um hospital universitário;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Projeto aprovado;263;303
HU-UFPI;o cuidar silencioso: como enfermeiros lidam com seu sofrimento psíquico na oncologia;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;níveis de troponina t cardíaca de alta sensibilidade em pacientes com síndrome dos ovários policísticos de um hospital universitário no nordeste do brasil;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;nao temos projeto;Desenvolvimento tecnológico;True;Caso-controle;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;desenvolvimento de um protótipo de coleta de dados para diagnóstico em ehealth (ediagnostic) com iot e modelagem de uma api para telemedicina;Desenvolvimento tecnológico;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;desenvolvimento de produtos utilizando matérias primas regionais e aproveitamento de resíduos;Desenvolvimento tecnológico;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;desenvolvimento de dataset e de algoritmo para o reconhecimento de fascies parkinsonianas baseadas em aprendizado por inteligência artificial;Desenvolvimento tecnológico;True;Transversal;Desenvolvimento/Avaliação;False;True;Projeto aprovado;116;139
HU-UFPI;dermatofibrossarcoma protuberans recidivante em topografia inguinal: relato de caso;Relato de caso;True;Estudo de caso;Observacional/Epidemiológico;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;consulta de enfermagem pré-operatória para procedimentos eletivos hemodinâmicos: avaliação das causas de cancelamento de cirurgias;Pesquisa Acadêmica;True;Descritivo retrospectivo;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;construção de um manual educativo de cuidados com o paciente disfágico na unidade de terapia intensiva;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;conhecimento dos profissionais de enfermagem sobre a prevenção lesões por pressão e indicadores de qualidade;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;125;163
HU-UFPI;conhecimento da equipe de enfermagem sobre lesão por pressão em unidade de terapia intensiva;Pesquisa Acadêmica;True;Transversal;Estudo descritivo-exploratório;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;concordância entre o diagnóstico endoscópico e histológico da gastrite crônica atrófica em um hospital universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;comparação de escores de risco cardiovascular em cirurgia vascular arterial;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;70;105
HU-UFPI;estudo comparatvo da evolução do perfil nutricional de pacientes bariátricos em um hospital universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;estudo comparativo de tratamento infusional para o câncer de estômago realizado em um hospital de teresina.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;estudo comparativo da evolução do perfil nutricional de pacientes bariátricos em um hospital universitário;Pesquisa Acadêmica;True;Observacional, descritivo, retroprospectivo;Desenvolvimento/Avaliação;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;estratégias de utilização de antimicrobianos em situações de resistência dos microorganismos;RELATO DE CASOS;True;Estudo de caso;Descritivo, de caráter narrativo e reflexivo;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;elaboração e validação de cartilha sobre o cateter central de inserção periférica para profissionais de enfermagem;Desenvolvimento tecnológico;True;Transversal;METODOLÓGICO;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;elaboração de infusão fermentada de ora-pro-nóbis (pereskia aculeata miller) saborizada com cajuína e farinha do resíduo da infusão.;Desenvolvimento tecnológico;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;elaboração de cartilha informativa visando a acessibilidade em pacientes com doença inflamatória intestinal no hu-ufpi;Desenvolvimento tecnológico;True;ELEABORAÇÃO DE MATERIAL EDUCATIVO;ELABORAÇÃO DE MATERIAL EDUCATIVO;False;False;Projeto aprovado;147;161
HU-UFPI;efeitos de treinamento de habilidades socioafetivas no trabalho colaborativo em equipes interprofissionais de saúde.;Pesquisa Acadêmica;True;Experimental;Desenvolvimento/Avaliação;True;True;Projeto aprovado;86;218
HU-UFPI;educação permanente em saúde sob a ótica dos enfermeiros de um hospital universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;doenças intersticiais pulmonares: perfil clínico e epidemiológico em ambulatório de pneumologia;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;78;109
HU-UFPI;doenças inflamatórias intestinais de início em idosos atendidos no hospital universitário da universidade federal do piauí de 2013 a 2022.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;37;57
HU-UFPI;direitos sociais e usuários oncológicos em uma perspectiva de acesso ao tratamento;Pesquisa Acadêmica;True;Caráter exploratório;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;determinantes da infertilidade entre casais inférteis em hospital de ensino;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;629;720
HU-UFPI;laqueadura tubária na era dos contraceptivos de longa duração: ainda é uma opção atrativa para as mulheres?;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;73;87
HU-UFPI;internações por traumatismo raquimedular: perfil clínico-epidemiológico e demandas para a fisioterapia;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;46;69
HU-UFPI;injúria renal aguda após cirurgia de revascularização miocárdica: impacto da idade e da doença renal crônica na incidência, no tempo de internação em uti e na mortalidade.;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;incidência e fatores epidemiológicos de câncer de vesícula biliar incidental em colecistectomias eletivas no hospital universitário do piauí;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;incidência de lesão por pressão: análise da existência de subnotificação;Pesquisa Acadêmica;True;Retrospectivo;Descritivo;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;impacto da reabilitação motora no segmento cognitivo de pacientes submetidos a cirurgia de medula espinhal;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Em cadastramento;Pendente;Pendente
HU-UFPI;impacto bgn – avaliação do tempo de antibioticoterapia para o tratamento das infecções por bacilos gram negativos multirresistentes: plataforma de projetos de apoio ao plano de ação nacional de prevenção e controle da resistência aos antimicrobianos.;Ensaio clínico randomizado, aberto, de não inferioridade;True;Transversal;Experimental/Clínico;True;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;identificação de fatores associados à mortalidade de pacientes submetidos à cirurgia de revascularização miocárdica em um hospital universitário;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;falha de desmame ventilatorio e fatores associados em pacientes internados em uma unidade de terapia intensiva;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;estudo multicêntrico, duplo-cego, randomizado, placebo-controlado sobre o efeito do carvedilol na prevenção da cardiotoxicidade relacionada ao uso de antraciclinas;Pesquisa Acadêmica;True;Coorte;Experimental/Clínico;True;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;estudo de vida real: tratamento de doença de crohn em pacientes bionaïves com infliximabe;Pesquisa Acadêmica;True;Estudo observacional retrospectivo;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;estudo de vida real: tratamento das doenças inflamatórias intestinais com vedolizumabe.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;True;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;estudo de vida real: tratamento da retocolite ulcerativa em pacientes bionaïves com infliximabe.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;estudo de vida real: tratamento da doença de crohn com adalimumabe;Pesquisa Acadêmica;True;Observacional retrospectivo;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;mortalidade por câncer de pulmão no brasil no período de 1981 a 2020;Pesquisa Acadêmica;True;ECOLÓGICO;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;metástase ocular de coriocarcinoma de testículo: um diagnóstico diferencial raro e agressivo de tumores oculares;RELATO DE CASO;True;Estudo de caso;Observacional/Epidemiológico;False;False;Em ajuste para autorização do setor responsável;Pendente;Pendente
HU-UFPI;medsystem: solução digital para gerenciamento de fichas clínicas em tratamentos de fototerapia para vitiligo;Desenvolvimento tecnológico;True;Digitalização de prontuário;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;jejum perioperatório e sua asssociação com as características clínicas de pacientes cirúrgicos.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;625;715
HU-UFPI;influência de características laboratoriais, clínicas e epidemiológicas nos desfechos de pacientes submetidos a artrodese de coluna para tratamento de traumatismo raquimedular (trm);Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando autorização do setor responsável;Pendente;Pendente
HU-UFPI;infecções relacionadas ao tratamento de câncer de colo uterino e de mama;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;infecção de trato urinário complicada com sepse: relato de caso;Pesquisa Acadêmica;True;Relato de Caso;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;incidência de lesão por pressão na unidade de terapia intensiva do hospital universitário do piauí;Pesquisa Acadêmica;True;Prospectivo, observacional , transversal;Observacional/Epidemiológico;False;False;Projeto aprovado;128;155
HU-UFPI;implementação de um protocolo de triagem respiratória em pacientes com lesão medular cervical e torácica na fase pré-operatória;Pesquisa Acadêmica;True;Longitudinal;De intervenção;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;impacto financeiro do tratamento medicamentoso do glaucoma para pacientes atendidos em ambulatório público;Pesquisa Acadêmica;True;Coorte;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;perfil clínico de pacientes submetidos a cineangiocoronariografia em hospital universitário da universidade federal do piauí e análise das complicações relacionadas ao procedimento.;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;perfil anátomo-clínico dos casos de melanoma cutâneo atendidos no hospital universitário da universidade federal do piauí;Pesquisa Acadêmica;True;Transversal;Observacional/Epidemiológico;False;False;Em ajuste pelo pesquisador;Pendente;Pendente
HU-UFPI;percepções de pacientes adultos sobre a unidade de terapia intensiva de um hospital universitário;Pesquisa Acadêmica;True;Transversal;Ciências Sociais e Humanas e Aplicadas em Saúde;False;False;Aguardando aprovação do CEP;Pendente;Pendente
HU-UFPI;papel da navegação guiada pelo o-arm na ocorrência de mal posicionamento de parafuso pedicular em cirurgias de artrodese de coluna realizadas em hospital universitário: estudo randomizado e controlado.;Desenvolvimento tecnológico;True;Coorte;Experimental/Clínico;False;False;Projeto aprovado;115;134
HU-UFPI;o uso do ultrassom na identificação da via aérea difícil.;Pesquisa Acadêmica;True;Duplo cedo, randomizado, prospectivo;Desenvolvimento/Avaliação;True;False;Em cadastramento;Pendente;Pendente
HU-UFPI;o uso do ultrassom na identificação da via aérea difícil;Pesquisa Acadêmica;True;Transversal;Desenvolvimento/Avaliação;False;False;Aguardando aprovação do CEP;Pendente;Pendente
